V1,V4,V5
D1,civil você fala,S_PBCP_2018FA+_PenelopeM.eaf
S,civil,S_PBCP_2018FA+_PenelopeM.eaf
D1,uhn,S_PBCP_2018FA+_PenelopeM.eaf
S,uhum,S_PBCP_2018FA+_PenelopeM.eaf
D1,olha só,S_PBCP_2018FA+_PenelopeM.eaf
S,então assim se,S_PBCP_2018FA+_PenelopeM.eaf
S,eu tivesse um dia a oportunidade de,S_PBCP_2018FA+_PenelopeM.eaf
S,de fazer eu faria engenharia civil,S_PBCP_2018FA+_PenelopeM.eaf
D1,uhum,S_PBCP_2018FA+_PenelopeM.eaf
S,hoje,S_PBCP_2018FA+_PenelopeM.eaf
S,depois assim,S_PBCP_2018FA+_PenelopeM.eaf
S,não sei depois que eu estiver estruturada porque hoje eu tenho outros objetivos,S_PBCP_2018FA+_PenelopeM.eaf
S,mas depois quem sabe,S_PBCP_2018FA+_PenelopeM.eaf
D1,sim,S_PBCP_2018FA+_PenelopeM.eaf
S,quando tiver com uns quarenta anos,S_PBCP_2018FA+_PenelopeM.eaf
D1,quase aposentando e quer fazer outra coisa,S_PBCP_2018FA+_PenelopeM.eaf
D1,e se você ganhasse na mega-sena o que que você faria,S_PBCP_2018FA+_PenelopeM.eaf
S,o que que eu faria,S_PBCP_2018FA+_PenelopeM.eaf
D1,quer pode ir lá se você quiser,S_PBCP_2018FA+_PenelopeM.eaf
S,não,S_PBCP_2018FA+_PenelopeM.eaf
S,minha mãe vai,S_PBCP_2018FA+_PenelopeM.eaf
S,eh,S_PBCP_2018FA+_PenelopeM.eaf
S,primeira coisa ou tipo no geral,S_PBCP_2018FA+_PenelopeM.eaf
D1,não,S_PBCP_2018FA+_PenelopeM.eaf
D1,que tudo assim que você faria,S_PBCP_2018FA+_PenelopeM.eaf
S,ah eu,S_PBCP_2018FA+_PenelopeM.eaf
S,eu ajudaria,S_PBCP_2018FA+_PenelopeM.eaf
S,algumas instituições,S_PBCP_2018FA+_PenelopeM.eaf
D1,uhum,S_PBCP_2018FA+_PenelopeM.eaf
S,compraria uma bela casa,S_PBCP_2018FA+_PenelopeM.eaf
D1,uhum,S_PBCP_2018FA+_PenelopeM.eaf
S,um belo carro,S_PBCP_2018FA+_PenelopeM.eaf
S,e iria viajar,S_PBCP_2018FA+_PenelopeM.eaf
D1,pra gastar dinheiro,S_PBCP_2018FA+_PenelopeM.eaf
S,gastar dinheiro,S_PBCP_2018FA+_PenelopeM.eaf
D1,torrar tudo,S_PBCP_2018FA+_PenelopeM.eaf
S,não não,S_PBCP_2018FA+_PenelopeM.eaf
S,torrar tudo não ia investir uma parte,S_PBCP_2018FA+_PenelopeM.eaf
D1,é claro,S_PBCP_2018FA+_PenelopeM.eaf
D1,ia virar modelo,S_PBCP_2018FA+_PenelopeM.eaf
S,aí a outra par ah não já não dá mais tempo pra ser modelo já foi,S_PBCP_2018FA+_PenelopeM.eaf
S,e aí a outra parte eu ia viajar,S_PBCP_2018FA+_PenelopeM.eaf
D1,aproveitar mesmo,S_PBCP_2018FA+_PenelopeM.eaf
S,é,S_PBCP_2018FA+_PenelopeM.eaf
ROTEIRO,TRABALHO,S_PBCP_2018FA+_RitaS.eaf
D1,e você bom você bom você falou pra mim que você não está trabalhando mais,S_PBCP_2018FA+_RitaS.eaf
S,não,S_PBCP_2018FA+_RitaS.eaf
D1,não,S_PBCP_2018FA+_RitaS.eaf
D1,mas quando você trabalhava você trabalhava po,S_PBCP_2018FA+_RitaS.eaf
D1,aqui por perto ou não,S_PBCP_2018FA+_RitaS.eaf
S,era,S_PBCP_2018FA+_RitaS.eaf
D1,aqui pertinho,S_PBCP_2018FA+_RitaS.eaf
S,aqui ia pra campinas onde tivesse o paciente eu ia,S_PBCP_2018FA+_RitaS.eaf
D1,uhum,S_PBCP_2018FA+_RitaS.eaf
D1,você ia,S_PBCP_2018FA+_RitaS.eaf
S,ia,S_PBCP_2018FA+_RitaS.eaf
D1,e você como que você fazia pra chegar no seu trabalho,S_PBCP_2018FA+_RitaS.eaf
S,eu ia de carro,S_PBCP_2018FA+_RitaS.eaf
D1,de carro mesmo,S_PBCP_2018FA+_RitaS.eaf
S,de carro,S_PBCP_2018FA+_RitaS.eaf
D1,e você falou pra mim que era era como que chama desculpa,S_PBCP_2018FA+_RitaS.eaf
S,home care,S_PBCP_2018FA+_RitaS.eaf
D1,home care você cuidava,S_PBCP_2018FA+_RitaS.eaf
S,de idoso,S_PBCP_2018FA+_RitaS.eaf
D1,de idoso mesmo,S_PBCP_2018FA+_RitaS.eaf
S,de idoso mesmo,S_PBCP_2018FA+_RitaS.eaf
D1,e você gostava,S_PBCP_2018FA+_RitaS.eaf
S,gostava,S_PBCP_2018FA+_RitaS.eaf
D1,fazia tempo que você estava nesse serviço,S_PBCP_2018FA+_RitaS.eaf
S,fazia,S_PBCP_2018FA+_RitaS.eaf
D1,quanto tempo mais ou menos,S_PBCP_2018FA+_RitaS.eaf
S,eu trabalhei,S_PBCP_2018FA+_RitaS.eaf
S,uns dez anos com isso não acho que foi,S_PBCP_2018FA+_RitaS.eaf
S,eu me formei em dois mil e dez,S_PBCP_2018FA+_RitaS.eaf
S,uns cinco anos eu fiquei,S_PBCP_2018FA+_RitaS.eaf
D1,cinco anos e você gostava do que você fazia,S_PBCP_2018FA+_RitaS.eaf
S,gostava,S_PBCP_2018FA+_RitaS.eaf
S,aí depois o meu marido,S_PBCP_2018FA+_RitaS.eaf
S,a gente começou a mexer com caminhão,S_PBCP_2018FA+_RitaS.eaf
D1,uhn,S_PBCP_2018FA+_RitaS.eaf
S,caminhão tanque combustível gás,S_PBCP_2018FA+_RitaS.eaf
S,aí fomos mexer com isso,S_PBCP_2018FA+_RitaS.eaf
D1,aí mudou de área,S_PBCP_2018FA+_RitaS.eaf
S,aí eu tive que aju tive que me mexer em outras coisas,S_PBCP_2018FA+_RitaS.eaf
S,que é,S_PBCP_2018FA+_RitaS.eaf
S,com fazer banco,S_PBCP_2018FA+_RitaS.eaf
S,e ajuda ele na,S_PBCP_2018FA+_RitaS.eaf
D1,mas então você trabalha em casa hoje em dia,S_PBCP_2018FA+_RitaS.eaf
S,em casa,S_PBCP_2018FA+_RitaS.eaf
D1,ah entendi,S_PBCP_2018FA+_RitaS.eaf
D1,e aí nesse do da parte do caminhão já faz um tempo já que você está trabalhando com isso,S_PBCP_2018FA+_RitaS.eaf
S,faz,S_PBCP_2018FA+_RitaS.eaf
S,faz uns seis não,S_PBCP_2018FA+_RitaS.eaf
S,não faz seis anos não acho que faz uns quatro anos que a gente começou a mexer,S_PBCP_2018FA+_RitaS.eaf
D1,entendi e lá quando você trabalhava cuidando de idoso você se sentia reconhecida,S_PBCP_2018FA+_RitaS.eaf
D1,ou não,S_PBCP_2018FA+_RitaS.eaf
S,às vezes sim às vezes não,S_PBCP_2018FA+_RitaS.eaf
S,não é um serviço muito,S_PBCP_2018FA+_RitaS.eaf
D1,é,S_PBCP_2018FA+_RitaS.eaf
S,é bom pelo que você faz,S_PBCP_2018FA+_RitaS.eaf
S,mas reconhecimento você não espere nessa parte não,S_PBCP_2018FA+_RitaS.eaf
D1,não,S_PBCP_2018FA+_RitaS.eaf
S,área da saúde não tem,S_PBCP_2018FA+_RitaS.eaf
D1,não,S_PBCP_2018FA+_RitaS.eaf
S,não tem,S_PBCP_2018FA+_RitaS.eaf
S,principalmente quando você está cuidando de um idoso que ele está num,S_PBCP_2018FA+_RitaS.eaf
S,numa fase terminal,S_PBCP_2018FA+_RitaS.eaf
S,a família está com estresse aqui,S_PBCP_2018FA+_RitaS.eaf
D1,uhum,S_PBCP_2018FA+_RitaS.eaf
S,você acaba levando,S_PBCP_2018FA+_RitaS.eaf
D1,vai pra você isso né,S_PBCP_2018FA+_RitaS.eaf
S,é,S_PBCP_2018FA+_RitaS.eaf
S,mas é é uma,S_PBCP_2018FA+_RitaS.eaf
S,é uma profissão muito bonita maravilhosa é uma coisa assim que eu fiz que eu não,S_PBCP_2018FA+_RitaS.eaf
D1,ah sim eu acho,S_PBCP_2018FA+_RitaS.eaf
S,é uma coisa que eu aprendi muito e que vai comigo pra vida,S_PBCP_2018FA+_RitaS.eaf
S,mas eu não,S_PBCP_2018FA+_RitaS.eaf
D1,a pessoa que cuida é uma pessoa né que a gente,S_PBCP_2018FA+_RitaS.eaf
S,você tem que ter dom,S_PBCP_2018FA+_RitaS.eaf
D1,olha assim admira,S_PBCP_2018FA+_RitaS.eaf
S,você tem que ter dom pra cuidar,S_PBCP_2018FA+_RitaS.eaf
D1,uhum,S_PBCP_2018FA+_RitaS.eaf
S,porque não vai,S_PBCP_2018FA+_RitaS.eaf
S,mas e depois começou a ter os caminhões tem motoristas pra cuidar,S_PBCP_2018FA+_RitaS.eaf
S,aí aí eu não ia conseguir dar conta dos dois,S_PBCP_2018FA+_RitaS.eaf
D1,uhum,S_PBCP_2018FA+_RitaS.eaf
S,nem da casa eh da casa,S_PBCP_2018FA+_RitaS.eaf
D1,sim,S_PBCP_2018FA+_RitaS.eaf
D1,é que é muita coisa também né,S_PBCP_2018FA+_RitaS.eaf
S,minha casa,S_PBCP_2018FA+_RitaS.eaf
D1,ia ficar tudo,S_PBCP_2018FA+_RitaS.eaf
S,aí ia ficar ia ficar não ia ficar bem feito pra não ficar bem feito eu não pego,S_PBCP_2018FA+_RitaS.eaf
D1,uhum,S_PBCP_2018FA+_RitaS.eaf
S,não pego,S_PBCP_2018FA+_RitaS.eaf
S,aí vai,S_PBCP_2018FA+_RitaS.eaf
D1,aí teve que abrir mão de alguma coisa né não tem jeito,S_PBCP_2018FA+_RitaS.eaf
S,não é,S_PBCP_2018FA+_RitaS.eaf
D1,mas você,S_PBCP_2018FA+_RitaS.eaf
D1,almejava assim,S_PBCP_2018FA+_RitaS.eaf
D1,algum outro cargo,S_PBCP_2018FA+_RitaS.eaf
D1,né que é meio difícil falar em cargos mas você almejava alguma outra coisa assim dentro dessa área,S_PBCP_2018FA+_RitaS.eaf
S,é,S_PBCP_2018FA+_RitaS.eaf
S,ah eu acho que eu queria mais alguma coisa mas,S_PBCP_2018FA+_RitaS.eaf
D1,mas não,S_PBCP_2018FA+_RitaS.eaf
S,deixei pra lá,S_PBCP_2018FA+_RitaS.eaf
D1,mas se você,S_PBCP_2018FA+_RitaS.eaf
D1,se eu te perguntar assim qual é a profissão dos seus sonhos que você sempre quis ser,S_PBCP_2018FA+_RitaS.eaf
D1,seria,S_PBCP_2018FA+_RitaS.eaf
D1,home care mesmo,S_PBCP_2018FA+_RitaS.eaf
S,na área da saúde,S_PBCP_2018FA+_RitaS.eaf
D1,na área da saúde,S_PBCP_2018FA+_RitaS.eaf
S,talvez,S_PBCP_2018FA+_RitaS.eaf
S,fizesse fisioterapia mais pra frente,S_PBCP_2018FA+_RitaS.eaf
D1,uhum,S_PBCP_2018FA+_RitaS.eaf
S,mas,S_PBCP_2018FA+_RitaS.eaf
S,ficou,S_PBCP_2018FA+_RitaS.eaf
S,ficou não sei se ficou,S_PBCP_2018FA+_RitaS.eaf
S,também é muito cedo pra falar né,S_PBCP_2018FA+_RitaS.eaf
S,porque,S_PBCP_2018FA+_RitaS.eaf
D1,ah quem sabe você não faz ainda um dia porque assim como você mudou pra,S_PBCP_2018FA+_RitaS.eaf
S,é,S_PBCP_2018FA+_RitaS.eaf
D1,área do caminhão tal,S_PBCP_2018FA+_RitaS.eaf
S,né foi uma área bem radical né assim,S_PBCP_2018FA+_RitaS.eaf
D1,poderia também,S_PBCP_2018FA+_RitaS.eaf
D1,não tinha nada a ver assim né,S_PBCP_2018FA+_RitaS.eaf
S,xxx,S_PBCP_2018FA+_RitaS.eaf
S,nada de saúde com caminhão né,S_PBCP_2018FA+_RitaS.eaf
D1,às vezes você volta,S_PBCP_2018FA+_RitaS.eaf
S,mas,S_PBCP_2018FA+_RitaS.eaf
D1,a paixão fala mais alto quem sabe você,S_PBCP_2018FA+_RitaS.eaf
S,mas é uma área muito gratificante,S_PBCP_2018FA+_RitaS.eaf
D1,eu imagino,S_PBCP_2018FA+_RitaS.eaf
D1,e se você ganhasse na mega-sena o que você faria,S_PBCP_2018FA+_RitaS.eaf
S,talvez voltasse pro nordeste,S_PBCP_2018FA+_RitaS.eaf
D1,é,S_PBCP_2018FA+_RitaS.eaf
D1,você sonha ainda em voltar pra lá,S_PBCP_2018FA+_RitaS.eaf
S,talvez se fosse pra mas pra não pro sítio,S_PBCP_2018FA+_RitaS.eaf
D1,não mas o seu marido é de lá,S_PBCP_2018FA+_RitaS.eaf
D1,ou não,S_PBCP_2018FA+_RitaS.eaf
S,meu marido é de campinas,S_PBCP_2018FA+_RitaS.eaf
D1,de campinas,S_PBCP_2018FA+_RitaS.eaf
S,xxx é,S_PBCP_2018FA+_RitaS.eaf
D1,e ele aceitaria ir pra lá,S_PBCP_2018FA+_RitaS.eaf
S,ele foi comigo pra lá pa passear ele adorou,S_PBCP_2018FA+_RitaS.eaf
D1,ahn,S_PBCP_2018FA+_RitaS.eaf
S,mas ele falou que ele não larga a vida dele aqui,S_PBCP_2018FA+_RitaS.eaf
D1,é porque é bem difícil pra pessoa ficar né,S_PBCP_2018FA+_RitaS.eaf
S,que ele gosta de agitação né,S_PBCP_2018FA+_RitaS.eaf
S,eu né já sou aquela coisa né,S_PBCP_2018FA+_RitaS.eaf
D1,de querer eh,S_PBCP_2018FA+_RitaS.eaf
S,tranquila,S_PBCP_2018FA+_RitaS.eaf
D1,é aí vai muito do que vocês acordarem né porque é dificíl você mudar uma vida inteira que vocês já tem aqui né,S_PBCP_2018FA+_RitaS.eaf
S,é,S_PBCP_2018FA+_RitaS.eaf
D1,você veio pra cá muito nova também,S_PBCP_2018FA+_RitaS.eaf
S,vim,S_PBCP_2018FA+_RitaS.eaf
D1,você querendo ou não você está acostumada aqui né,S_PBCP_2018FA+_RitaS.eaf
S,eu fiz,S_PBCP_2018FA+_RitaS.eaf
S,já acostumei aqui com a correria com a loucura de vocês,S_PBCP_2018FA+_RitaS.eaf
S,gente isso aqui é uma loucura mas é onde você ganha dinheiro,S_PBCP_2018FA+_RitaS.eaf
D1,você acha,S_PBCP_2018FA+_RitaS.eaf
D1,ahn,S_PBCP_2018FA+_RitaS.eaf
S,lá não tem,S_PBCP_2018FA+_RitaS.eaf
S,indústria não tem nada,S_PBCP_2018FA+_RitaS.eaf
D1,lá é complicado,S_PBCP_2018FA+_RitaS.eaf
D1,até mesmo pra,S_PBCP_2018FA+_RitaS.eaf
S,mas as faculdades de lá são muito boas,S_PBCP_2018FA+_RitaS.eaf
S,igual tipo unicamp aqui,S_PBCP_2018FA+_RitaS.eaf
D1,uhum,S_PBCP_2018FA+_RitaS.eaf
S,mas você não tem nada pago é tudo de graça mas pra você entrar você,S_PBCP_2018FA+_RitaS.eaf
D1,é difícil,S_PBCP_2018FA+_RitaS.eaf
S,xxx,S_PBCP_2018FA+_RitaS.eaf
D1,tem que ralar muito né,S_PBCP_2018FA+_RitaS.eaf
S,muito,S_PBCP_2018FA+_RitaS.eaf
D1,nem me fale,S_PBCP_2018FA+_RitaS.eaf
S,né você sabe não preciso falar nada né,S_PBCP_2018FA+_RitaS.eaf
ROTEIRO,TRABALHO,S_PBCP_2018FB-_LucianaB.eaf
S,eu trabalho ó eu sempre desde quando eu vim para cá,S_PBCP_2018FB-_LucianaB.eaf
S,meu primeiro emprego foi de caixa de operadora de caixa,S_PBCP_2018FB-_LucianaB.eaf
S,desse tempo eu estou <e> sempre fiz <a> isso mas <a> há dois <a> anos <a>,S_PBCP_2018FB-_LucianaB.eaf
S,eu comecei a trabalhar em farmácia,S_PBCP_2018FB-_LucianaB.eaf
S,xxx agora,S_PBCP_2018FB-_LucianaB.eaf
S,eu estou <e> na área da farmácia agora né porque,S_PBCP_2018FB-_LucianaB.eaf
S,quase três <a> anos <a> que eu fiquei lá então eh foi uma experiência <a> boa,S_PBCP_2018FB-_LucianaB.eaf
S,de balconista <a> de farmácia,S_PBCP_2018FB-_LucianaB.eaf
D1,ah entendi,S_PBCP_2018FB-_LucianaB.eaf
D1,e o seu trabalho é perto daqui,S_PBCP_2018FB-_LucianaB.eaf
S,olha eu estava <e> desempregada,S_PBCP_2018FB-_LucianaB.eaf
S,então,S_PBCP_2018FB-_LucianaB.eaf
S,eu fiz <a> uma entrevista <a> o mês <p> de novembro,S_PBCP_2018FB-_LucianaB.eaf
S,aí,S_PBCP_2018FB-_LucianaB.eaf
S,foi essa semana,S_PBCP_2018FB-_LucianaB.eaf
S,eu pedi tanto a deus <a> eu falei deus <a> pelo amor de deus <a> eu tenho que arrumar um emprego,S_PBCP_2018FB-_LucianaB.eaf
S,tenho que arrumar um emprego porque se não não vai dar não,S_PBCP_2018FB-_LucianaB.eaf
S,e graças <a> a deus <a> ele sempre me ouve,S_PBCP_2018FB-_LucianaB.eaf
S,a menina me ligou que eu fiz <a> a entrevista <p> de novembro,S_PBCP_2018FB-_LucianaB.eaf
D1,nossa,S_PBCP_2018FB-_LucianaB.eaf
S,para mim começar segunda-feira dia oito,S_PBCP_2018FB-_LucianaB.eaf
D1,ai você já vai começar então,S_PBCP_2018FB-_LucianaB.eaf
S,é,S_PBCP_2018FB-_LucianaB.eaf
S,lá ná,S_PBCP_2018FB-_LucianaB.eaf
S,como é que eu hum,S_PBCP_2018FB-_LucianaB.eaf
S,o po o endereço é bairro são josé,S_PBCP_2018FB-_LucianaB.eaf
S,é em uma gráfica,S_PBCP_2018FB-_LucianaB.eaf
S,entendeu,S_PBCP_2018FB-_LucianaB.eaf
D1,ah,S_PBCP_2018FB-_LucianaB.eaf
D1,e como e como que você vai fazer para chegar,S_PBCP_2018FB-_LucianaB.eaf
D1,você já viu que ônibus você vai ter que pegar,S_PBCP_2018FB-_LucianaB.eaf
S,já eu já fui lá né porque como eu fui lá fazer entrevista <a> tudo então,S_PBCP_2018FB-_LucianaB.eaf
D1,ah entendi,S_PBCP_2018FB-_LucianaB.eaf
S,eu vi eu vou pegar um ônibus <a> daqui ali em cima na rua,S_PBCP_2018FB-_LucianaB.eaf
S,na xxx rodrigues <a>,S_PBCP_2018FB-_LucianaB.eaf
S,vou descer <a> no ouro verde e vou pegar outro que vai,S_PBCP_2018FB-_LucianaB.eaf
S,para,S_PBCP_2018FB-_LucianaB.eaf
S,a santos <a> dumont,S_PBCP_2018FB-_LucianaB.eaf
D1,entendi,S_PBCP_2018FB-_LucianaB.eaf
D1,então você vai pagar dois ônibus,S_PBCP_2018FB-_LucianaB.eaf
S,é,S_PBCP_2018FB-_LucianaB.eaf
D1,e qual seria a sua profissão dos soinhos,S_PBCP_2018FB-_LucianaB.eaf
S,dos <a> sonhos <a>,S_PBCP_2018FB-_LucianaB.eaf
D1,é,S_PBCP_2018FB-_LucianaB.eaf
S,eu acho que a minha profissão dos <a> sonhos <a> seria a que eu a que eu vinha fazendo,S_PBCP_2018FB-_LucianaB.eaf
S,o meu curso né,S_PBCP_2018FB-_LucianaB.eaf
S,de na área de alimentos <a> porque,S_PBCP_2018FB-_LucianaB.eaf
D1,ah,S_PBCP_2018FB-_LucianaB.eaf
S,eu tenho um técnico também então,S_PBCP_2018FB-_LucianaB.eaf
D1,você tem ténico nessa área na área de alimentos também,S_PBCP_2018FB-_LucianaB.eaf
S,é de agroindústria <a>,S_PBCP_2018FB-_LucianaB.eaf
S,tenho,S_PBCP_2018FB-_LucianaB.eaf
S,então assim,S_PBCP_2018FB-_LucianaB.eaf
S,eu gosto <a> dessa área de,S_PBCP_2018FB-_LucianaB.eaf
S,de alimentos <a>,S_PBCP_2018FB-_LucianaB.eaf
D1,entendi,S_PBCP_2018FB-_LucianaB.eaf
S,então cada dia está <e>,S_PBCP_2018FB-_LucianaB.eaf
S,está <e> crescendo <a> e cada dia está <e> renovando fazendo coisas <a>,S_PBCP_2018FB-_LucianaB.eaf
S,eh,S_PBCP_2018FB-_LucianaB.eaf
S,criando coisas <a> para pessoas <a> que têm problemas <a> para não,S_PBCP_2018FB-_LucianaB.eaf
S,ficar tipo,S_PBCP_2018FB-_LucianaB.eaf
S,é um diabético uma pessoa que tem problema tipo que não pode comer,S_PBCP_2018FB-_LucianaB.eaf
S,um açúcar um leite,S_PBCP_2018FB-_LucianaB.eaf
S,xxx essas <a> coisas <a>,S_PBCP_2018FB-_LucianaB.eaf
S,então assim está <e> crescendo <a> bastante <a>,S_PBCP_2018FB-_LucianaB.eaf
S,né então eu gosto <a> dessa área,S_PBCP_2018FB-_LucianaB.eaf
D1,entendi,S_PBCP_2018FB-_LucianaB.eaf
D1,e se você ganhasse na mega sena o que você faria com o dinheiro,S_PBCP_2018FB-_LucianaB.eaf
S,ai se eu tivesse ganhado na mega da virada,S_PBCP_2018FB-_LucianaB.eaf
S,olha,S_PBCP_2018FB-_LucianaB.eaf
S,se,S_PBCP_2018FB-_LucianaB.eaf
S,por mais <a> que ti eu te dissesse assim eu não não sou hipócrita,S_PBCP_2018FB-_LucianaB.eaf
S,eu não iria embora daqui não,S_PBCP_2018FB-_LucianaB.eaf
D1,não,S_PBCP_2018FB-_LucianaB.eaf
S,não,S_PBCP_2018FB-_LucianaB.eaf
S,eu não ia ficar aqui né,S_PBCP_2018FB-_LucianaB.eaf
S,mas <a> eu não iria embora não daqui de campinas <a> eu gosto <a> daqui,S_PBCP_2018FB-_LucianaB.eaf
S,ia morar no alphaville,S_PBCP_2018FB-_LucianaB.eaf
S,né porque eu eu estava <e> podendo né vou morar no alphaville lógico,S_PBCP_2018FB-_LucianaB.eaf
S,tinha segurança,S_PBCP_2018FB-_LucianaB.eaf
S,mas <a> eu iria ajudar meus <p> pais <a>,S_PBCP_2018FB-_LucianaB.eaf
S,eu eu iria ajudar bastante <a> gente,S_PBCP_2018FB-_LucianaB.eaf
S,eu iria ajudar muita gente que eu vejo que batalha muito na vida,S_PBCP_2018FB-_LucianaB.eaf
S,e,S_PBCP_2018FB-_LucianaB.eaf
S,tanta gente que eu vejo que,S_PBCP_2018FB-_LucianaB.eaf
S,precisa de uma casa,S_PBCP_2018FB-_LucianaB.eaf
S,que não não tem condições <a> sabe,S_PBCP_2018FB-_LucianaB.eaf
D1,ah,S_PBCP_2018FB-_LucianaB.eaf
S,eu iria ajudar muita gente até porque era muito dinheiro,S_PBCP_2018FB-_LucianaB.eaf
S,e investir <a> né lógico porque dinheiro também acaba né,S_PBCP_2018FB-_LucianaB.eaf
S,investir <p> mas <a> eu ia ajudar mu bastante <a> gente,S_PBCP_2018FB-_LucianaB.eaf
D1,você ia continuar trabalhando,S_PBCP_2018FB-_LucianaB.eaf
S,no que era meu agora,S_PBCP_2018FB-_LucianaB.eaf
S,xxx tipo,S_PBCP_2018FB-_LucianaB.eaf
S,por alguma coisa para mim,S_PBCP_2018FB-_LucianaB.eaf
S,sabe investir <p> o dinheiro em alguma coisa para mim,S_PBCP_2018FB-_LucianaB.eaf
S,assim para mim trabalhar,S_PBCP_2018FB-_LucianaB.eaf
S,dentro,S_PBCP_2018FB-_LucianaB.eaf
S,da empresa tipo xxx,S_PBCP_2018FB-_LucianaB.eaf
S,restaurante <a> sei lá alguma coisa assim,S_PBCP_2018FB-_LucianaB.eaf
S,que continuasse xxx,S_PBCP_2018FB-_LucianaB.eaf
S,rendendo lucro abrisse mais <a> porta de emprego,S_PBCP_2018FB-_LucianaB.eaf
D1,entendi,S_PBCP_2018FB-_LucianaB.eaf
ROTEIRO,TRABALHO,S_PBCP_2018FB-_MarianaS.eaf
D1,você trabalha está trabalhando,S_PBCP_2018FB-_MarianaS.eaf
S,não,S_PBCP_2018FB-_MarianaS.eaf
S,trabalho não,S_PBCP_2018FB-_MarianaS.eaf
D1,não está trabalhando,S_PBCP_2018FB-_MarianaS.eaf
S,só em casa mesmo,S_PBCP_2018FB-_MarianaS.eaf
D1,só em casa,S_PBCP_2018FB-_MarianaS.eaf
S,é,S_PBCP_2018FB-_MarianaS.eaf
D1,mas eh antes de você vir pra cá lá você trabalhava ou você veio direto,S_PBCP_2018FB-_MarianaS.eaf
S,não trabalhava não,S_PBCP_2018FB-_MarianaS.eaf
D1,estava desempregada também,S_PBCP_2018FB-_MarianaS.eaf
S,é,S_PBCP_2018FB-_MarianaS.eaf
D1,mas se fosse pra você escolher assim uma profissão,S_PBCP_2018FB-_MarianaS.eaf
D1,qual seria a profissão dos seus sonhos,S_PBCP_2018FB-_MarianaS.eaf
S,ah,S_PBCP_2018FB-_MarianaS.eaf
S,sei lá são muitas,S_PBCP_2018FB-_MarianaS.eaf
D1,você fala assim nossa essa daqui é legal queria ser isso,S_PBCP_2018FB-_MarianaS.eaf
S,é,S_PBCP_2018FB-_MarianaS.eaf
D1,o que,S_PBCP_2018FB-_MarianaS.eaf
S,assim,S_PBCP_2018FB-_MarianaS.eaf
S,o que eu acho muito bonito muito bonito,S_PBCP_2018FB-_MarianaS.eaf
S,é,S_PBCP_2018FB-_MarianaS.eaf
S,advocacia,S_PBCP_2018FB-_MarianaS.eaf
D1,é,S_PBCP_2018FB-_MarianaS.eaf
S,isso,S_PBCP_2018FB-_MarianaS.eaf
D1,você seria advogada,S_PBCP_2018FB-_MarianaS.eaf
S,vixe teria teria muita vontade mas também pra estudar,S_PBCP_2018FB-_MarianaS.eaf
D1,é né,S_PBCP_2018FB-_MarianaS.eaf
D1,pra isso tem que estudar,S_PBCP_2018FB-_MarianaS.eaf
S,dureza,S_PBCP_2018FB-_MarianaS.eaf
D1,entendi,S_PBCP_2018FB-_MarianaS.eaf
D1,e se você ganhasse na mega-sena o que você faria,S_PBCP_2018FB-_MarianaS.eaf
S,ah,S_PBCP_2018FB-_MarianaS.eaf
S,eu fazia tudo,S_PBCP_2018FB-_MarianaS.eaf
D1,qual a primeira coisa assim que você faria,S_PBCP_2018FB-_MarianaS.eaf
S,ah sei lá,S_PBCP_2018FB-_MarianaS.eaf
S,saía estourando de dinheiro,S_PBCP_2018FB-_MarianaS.eaf
S,fazia uma casa,S_PBCP_2018FB-_MarianaS.eaf
S,que é o principal que a gente quer né,S_PBCP_2018FB-_MarianaS.eaf
D1,uhum,S_PBCP_2018FB-_MarianaS.eaf
ROTEIRO,TRABALHO,S_PBCP_2018FB-_RosemaraA.eaf
D1,você falou pra mim que você trabalha aqui perto né,S_PBCP_2018FB-_RosemaraA.eaf
S,é,S_PBCP_2018FB-_RosemaraA.eaf
S,aqui hoje né f hoje,S_PBCP_2018FB-_RosemaraA.eaf
D1,nas três xxx que você trabalha é o mesmo lugar ou não,S_PBCP_2018FB-_RosemaraA.eaf
S,não são três três casa diferente,S_PBCP_2018FB-_RosemaraA.eaf
D1,são três diferentes,S_PBCP_2018FB-_RosemaraA.eaf
D1,mas é tudo aqui perto,S_PBCP_2018FB-_RosemaraA.eaf
S,duas no centro e uma aqui,S_PBCP_2018FB-_RosemaraA.eaf
S,na avenida,S_PBCP_2018FB-_RosemaraA.eaf
S,na joão vieira encostado ali na casa de r,S_PBCP_2018FB-_RosemaraA.eaf
D1,assim é bom,S_PBCP_2018FB-_RosemaraA.eaf
S,aham,S_PBCP_2018FB-_RosemaraA.eaf
D1,como é que você faz pra chegar até o seu trabalho,S_PBCP_2018FB-_RosemaraA.eaf
S,então vou de a pé,S_PBCP_2018FB-_RosemaraA.eaf
S,e no centro eu vou de ônibus,S_PBCP_2018FB-_RosemaraA.eaf
D1,de ônibus mesmo,S_PBCP_2018FB-_RosemaraA.eaf
S,é vou de ônibus,S_PBCP_2018FB-_RosemaraA.eaf
D1,e bom eu já sei o que você faz mas você pode falar pra mim o que que você faz,S_PBCP_2018FB-_RosemaraA.eaf
S,eu sou diarista,S_PBCP_2018FB-_RosemaraA.eaf
D1,diarista e você faz muito tempo que você trabalha nesse serviço ou não,S_PBCP_2018FB-_RosemaraA.eaf
