V1,V4,V5
D1,nunca fui,S_PBCP_2017FB+_RoselinaM.eaf
S,nunca fui também,S_PBCP_2017FB+_RoselinaM.eaf
S,ai eu tenho vontade,S_PBCP_2017FB+_RoselinaM.eaf
D1,e pra fora você tem vontade de ir,S_PBCP_2017FB+_RoselinaM.eaf
S,não,S_PBCP_2017FB+_RoselinaM.eaf
S,tsc tsc,S_PBCP_2017FB+_RoselinaM.eaf
S,tenho não,S_PBCP_2017FB+_RoselinaM.eaf
S,nunca passou na minha cabeça não sabe ter essa vontade,S_PBCP_2017FB+_RoselinaM.eaf
S,né como tem gente que tem né a vontade de viajar pra fora eu tenho vontade é de conhecer o brasil mesmo <a>,S_PBCP_2017FB+_RoselinaM.eaf
D1,tem tanta coisa pra ver,S_PBCP_2017FB+_RoselinaM.eaf
S,o brasil tem tanta coisa maravilhosa que a gente nem conhece né,S_PBCP_2017FB+_RoselinaM.eaf
D1,é verdade,S_PBCP_2017FB+_RoselinaM.eaf
S,é verdade mas <0> é tão eh às <a> vezes <a> eu as <a> pessoas <0> prefere viajar pra fora que às <a> vezes <0> fica até mais <a> barato do que conhecer o brasil,S_PBCP_2017FB+_RoselinaM.eaf
D1,exatamente,S_PBCP_2017FB+_RoselinaM.eaf
S,não é,S_PBCP_2017FB+_RoselinaM.eaf
S,aham é,S_PBCP_2017FB+_RoselinaM.eaf
D1,pra ir pro nordeste hoje em dia está tão caro que é mais fácil,S_PBCP_2017FB+_RoselinaM.eaf
S,oh filha não está <e> só está <e> em sonho por enquanto,S_PBCP_2017FB+_RoselinaM.eaf
S,porque olhe todo dia nós <a> pesquisa <a> passagem mil reais <a> cada passagem quem,S_PBCP_2017FB+_RoselinaM.eaf
S,quem tem como eu que tenho um monte de criança como que viaja,S_PBCP_2017FB+_RoselinaM.eaf
D1,uhn,S_PBCP_2017FB+_RoselinaM.eaf
S,vai gastar <p> só de passagem e o dinheiro,S_PBCP_2017FB+_RoselinaM.eaf
D1,economizar três ano pra viajar um,S_PBCP_2017FB+_RoselinaM.eaf
S,então pra viajar um é filha é complicado viu,S_PBCP_2017FB+_RoselinaM.eaf
D1,uhum,S_PBCP_2017FB+_RoselinaM.eaf
S,tem que trabalhar muito,S_PBCP_2017FB+_RoselinaM.eaf
S,pra,S_PBCP_2017FB+_RoselinaM.eaf
D1,e mesmo assim,S_PBCP_2017FB+_RoselinaM.eaf
S,mesmo <0> assim está <e> difícil né,S_PBCP_2017FB+_RoselinaM.eaf
S,mesmo <0> trabalhando está <e> difícil,S_PBCP_2017FB+_RoselinaM.eaf
D1,está difícil,S_PBCP_2017FB+_RoselinaM.eaf
S,entendeu,S_PBCP_2017FB+_RoselinaM.eaf
S,está <e> complicado,S_PBCP_2017FB+_RoselinaM.eaf
ROTEIRO,LAZER,S_PBCP_2017FB-_JoelmaM.eaf
S,aqui tem pouco,S_PBCP_2017FB-_JoelmaM.eaf
S,aqui a gente fica só em casa com churrasco <a> com família sabe,S_PBCP_2017FB-_JoelmaM.eaf
D1,aham,S_PBCP_2017FB-_JoelmaM.eaf
S,não tem,S_PBCP_2017FB-_JoelmaM.eaf
S,e lá lá na paraíba a gente sempre saía pra festa <a> sabe,S_PBCP_2017FB-_JoelmaM.eaf
S,mas <a> aqui não tem muito não,S_PBCP_2017FB-_JoelmaM.eaf
S,quer dizer deve ter né mas <0> até então não,S_PBCP_2017FB-_JoelmaM.eaf
D1,não sa não deu tempo muito ainda de,S_PBCP_2017FB-_JoelmaM.eaf
S,não isso não deu tempo eu ainda conhecer e saber onde é que se tem esses <a> lugares <a> de lazer,S_PBCP_2017FB-_JoelmaM.eaf
D1,uhn já está trabalhando né,S_PBCP_2017FB-_JoelmaM.eaf
S,aham,S_PBCP_2017FB-_JoelmaM.eaf
D1,e mas assim você acha que paulínia tem boas opções de lazer,S_PBCP_2017FB-_JoelmaM.eaf
S,tem f tem,S_PBCP_2017FB-_JoelmaM.eaf
D1,tem,S_PBCP_2017FB-_JoelmaM.eaf
S,aqui em paulínia não tem não,S_PBCP_2017FB-_JoelmaM.eaf
S,lógico que tem p se procurar era,S_PBCP_2017FB-_JoelmaM.eaf
S,sai daí ô,S_PBCP_2017FB-_JoelmaM.eaf
D1,então você acha que tem,S_PBCP_2017FB-_JoelmaM.eaf
S,eu acho que tem f,S_PBCP_2017FB-_JoelmaM.eaf
S,tipo assim as <a> menina que mo a minhas <a> irmã como são tudo casada também,S_PBCP_2017FB-_JoelmaM.eaf
S,elas <a> não não não saem muito sabe,S_PBCP_2017FB-_JoelmaM.eaf
D1,uhum,S_PBCP_2017FB-_JoelmaM.eaf
S,mas <a> eu acho que tem lugar,S_PBCP_2017FB-_JoelmaM.eaf
S,aqui tem vários <a>,S_PBCP_2017FB-_JoelmaM.eaf
S,tem,S_PBCP_2017FB-_JoelmaM.eaf
S,pesqueiros <a> <a> os <a> pesqueiro <a> por aí tem tem o quê tem piscinas <a> <a> tudo eu acho que tem muitas <a> coisa aqui pra ir,S_PBCP_2017FB-_JoelmaM.eaf
D1,shopping,S_PBCP_2017FB-_JoelmaM.eaf
S,shopping também,S_PBCP_2017FB-_JoelmaM.eaf
D1,uhum,S_PBCP_2017FB-_JoelmaM.eaf
S,porque as <a> menina aqui não sai muito entendeu,S_PBCP_2017FB-_JoelmaM.eaf
S,aí tipo eu não vou sair só porque eu estou <e> agora aqui e não conheço nada eu não sei de nada sabe,S_PBCP_2017FB-_JoelmaM.eaf
D1,sim,S_PBCP_2017FB-_JoelmaM.eaf
S,mas <a> eu acho que tem sim uns <a> lugares <a> bom,S_PBCP_2017FB-_JoelmaM.eaf
D1,e quais são seus amigos mais antigos eles são daqui são de lá,S_PBCP_2017FB-_JoelmaM.eaf
S,são de lá da paraíba né,S_PBCP_2017FB-_JoelmaM.eaf
D1,xxx né,S_PBCP_2017FB-_JoelmaM.eaf
S,estão <e> todos <a> lá,S_PBCP_2017FB-_JoelmaM.eaf
S,meus <a> amigos <a> aqui ainda não não não tem ainda esses <a>,S_PBCP_2017FB-_JoelmaM.eaf
S,amigos <a> tem os <a> colega né,S_PBCP_2017FB-_JoelmaM.eaf
D1,aham,S_PBCP_2017FB-_JoelmaM.eaf
S,que eu já conheci,S_PBCP_2017FB-_JoelmaM.eaf
S,mas <a> nada,S_PBCP_2017FB-_JoelmaM.eaf
D1,xxx,S_PBCP_2017FB-_JoelmaM.eaf
S,de de muito tempo meus <a> amigos <a> estão <e> lá na paraíba mesmo <a>,S_PBCP_2017FB-_JoelmaM.eaf
D1,uhum,S_PBCP_2017FB-_JoelmaM.eaf
D1,e você mantém contato com eles,S_PBCP_2017FB-_JoelmaM.eaf
S,sempre,S_PBCP_2017FB-_JoelmaM.eaf
D1,sim,S_PBCP_2017FB-_JoelmaM.eaf
D1,e você costuma viajar quando você estava na paraíba você costumava viajar pra outros estados ou você só veio paraíba são paulo,S_PBCP_2017FB-_JoelmaM.eaf
S,não,S_PBCP_2017FB-_JoelmaM.eaf
S,quando eu estava <e> na paraíba eu sempre costumava <a> viajar,S_PBCP_2017FB-_JoelmaM.eaf
D1,pra onde que você já foi,S_PBCP_2017FB-_JoelmaM.eaf
S,já fui pra natal recife que é pernambuco né,S_PBCP_2017FB-_JoelmaM.eaf
D1,uhum,S_PBCP_2017FB-_JoelmaM.eaf
S,joão pessoa a capital que a gente sempre vai é o maior lugar o melhor pra gente ir mesmo <a> e mais <a> próximo né a gente sempre estava <a> lá em joão pessoa né nas <a> praias <a>,S_PBCP_2017FB-_JoelmaM.eaf
D1,uhum,S_PBCP_2017FB-_JoelmaM.eaf
D1,que delícia,S_PBCP_2017FB-_JoelmaM.eaf
S,curtindo,S_PBCP_2017FB-_JoelmaM.eaf
D1,e tem algum alguns outros lugares que você gostaria de conhecer,S_PBCP_2017FB-_JoelmaM.eaf
S,tem eu queria ir em porto de gali quer dizer porto de galinha não queria ir em fortaleza,S_PBCP_2017FB-_JoelmaM.eaf
S,tem outra aqui que eu sempre esqueço <a> o nome mas <a>,S_PBCP_2017FB-_JoelmaM.eaf
S,depois <a> eu falo quando eu lembrar,S_PBCP_2017FB-_JoelmaM.eaf
D1,aham,S_PBCP_2017FB-_JoelmaM.eaf
S,que,S_PBCP_2017FB-_JoelmaM.eaf
S,eh eu tenho muita vontade de ir né,S_PBCP_2017FB-_JoelmaM.eaf
D1,uhum,S_PBCP_2017FB-_JoelmaM.eaf
S,fernando de noronha,S_PBCP_2017FB-_JoelmaM.eaf
D1,ah sim,S_PBCP_2017FB-_JoelmaM.eaf
S,aí ó,S_PBCP_2017FB-_JoelmaM.eaf
S,nossa eu sou louca pra ir eu minha próxima viagem será pra lá,S_PBCP_2017FB-_JoelmaM.eaf
D1,já está certo já,S_PBCP_2017FB-_JoelmaM.eaf
ROTEIRO,LAZER,S_PBCP_2018FA+_AmandaP.eaf
S,a gente não faz <a> nada de diferente é sempre em casa,S_PBCP_2018FA+_AmandaP.eaf
D1,vocês são caseiros,S_PBCP_2018FA+_AmandaP.eaf
S,muito,S_PBCP_2018FA+_AmandaP.eaf
D1,muito mas vocês por exemplo não sai nem pra um cinema jantar fora comer uma pizza,S_PBCP_2018FA+_AmandaP.eaf
S,não,S_PBCP_2018FA+_AmandaP.eaf
S,quando vai comer pizza pede em casa,S_PBCP_2018FA+_AmandaP.eaf
S,cinema eu agora que eu estou <e> indo por conta do meu filho que cobra isso né,S_PBCP_2018FA+_AmandaP.eaf
D1,aham,S_PBCP_2018FA+_AmandaP.eaf
S,mas <a> antes <a>,S_PBCP_2018FA+_AmandaP.eaf
S,eu não eu nunca tinha entrado nem num cinema,S_PBCP_2018FA+_AmandaP.eaf
D1,ah é,S_PBCP_2018FA+_AmandaP.eaf
S,uhum,S_PBCP_2018FA+_AmandaP.eaf
D1,mas então vocês são bem mais caseiros assim,S_PBCP_2018FA+_AmandaP.eaf
D1,então vocês não costumam por exemplo ir pra,S_PBCP_2018FA+_AmandaP.eaf
D1,outras cidades na região assim porque,S_PBCP_2018FA+_AmandaP.eaf
D1,pra sair nada do tipo né,S_PBCP_2018FA+_AmandaP.eaf
S,não,S_PBCP_2018FA+_AmandaP.eaf
S,não,S_PBCP_2018FA+_AmandaP.eaf
D1,uhum,S_PBCP_2018FA+_AmandaP.eaf
S,eu vim,S_PBCP_2018FA+_AmandaP.eaf
S,tanto que eu vim conhecer uma praia agora depois <a> que o irmão mudou pra caraguá que aí ele me intimou nas <a> férias <a> ir pra lá,S_PBCP_2018FA+_AmandaP.eaf
D1,ai que delícia,S_PBCP_2018FA+_AmandaP.eaf
S,aí eu fiquei xxx,S_PBCP_2018FA+_AmandaP.eaf
D1,pode intimar mais vezes,S_PBCP_2018FA+_AmandaP.eaf
S,mas <a> até então eu não sabia nem o que era uma praia,S_PBCP_2018FA+_AmandaP.eaf
D1,xxx olha só,S_PBCP_2018FA+_AmandaP.eaf
D1,então você é bem caseira mesmo,S_PBCP_2018FA+_AmandaP.eaf
S,demais <a> demais <a>,S_PBCP_2018FA+_AmandaP.eaf
D1,e a sua familia xxx,S_PBCP_2018FA+_AmandaP.eaf
S,isso já vem lá lá dos <a> pais <a> mesmo <a>,S_PBCP_2018FA+_AmandaP.eaf
D1,está no sangue já,S_PBCP_2018FA+_AmandaP.eaf
S,é,S_PBCP_2018FA+_AmandaP.eaf
S,agora meu filho com essa idade que ele está <e> né aí ele já cobra,S_PBCP_2018FA+_AmandaP.eaf
D1,ele quer sair né sair mais,S_PBCP_2018FA+_AmandaP.eaf
S,quer,S_PBCP_2018FA+_AmandaP.eaf
S,quer sair e aí a gente vai junto,S_PBCP_2018FA+_AmandaP.eaf
D1,tem que acompanhar né porque a hora que ele falar que não quer mais que vocês vão junto aí,S_PBCP_2018FA+_AmandaP.eaf
D1,aí que o bicho pega,S_PBCP_2018FA+_AmandaP.eaf
S,é,S_PBCP_2018FA+_AmandaP.eaf
D1,mas você acha que aqui em paulínia tem boas opções de lazer,S_PBCP_2018FA+_AmandaP.eaf
S,não,S_PBCP_2018FA+_AmandaP.eaf
D1,não tem,S_PBCP_2018FA+_AmandaP.eaf
S,eu não não vejo assim,S_PBCP_2018FA+_AmandaP.eaf
S,nada de,S_PBCP_2018FA+_AmandaP.eaf
S,até inaugura uma coisa,S_PBCP_2018FA+_AmandaP.eaf
S,quando está <e> ali naquela euforia da inauguração vai gente depois <a> pronto acaba,S_PBCP_2018FA+_AmandaP.eaf
S,pelo menos <a> eu vejo assim não sei se é porque eu não saio também né,S_PBCP_2018FA+_AmandaP.eaf
D1,uhum,S_PBCP_2018FA+_AmandaP.eaf
D1,mas,S_PBCP_2018FA+_AmandaP.eaf
S,mas <a> é isso,S_PBCP_2018FA+_AmandaP.eaf
D1,eh paulínia é bem pacata mesmo né,S_PBCP_2018FA+_AmandaP.eaf
S,bem parado,S_PBCP_2018FA+_AmandaP.eaf
D1,e quais são os seus amigos mais antigos eles são daqui ou eles são lá da paraíba,S_PBCP_2018FA+_AmandaP.eaf
S,a que eu amigo mesmo <a> uma amizade pra valer ela é do piauí,S_PBCP_2018FA+_AmandaP.eaf
D1,do piauí,S_PBCP_2018FA+_AmandaP.eaf
S,ela veio passou uma época aqui,S_PBCP_2018FA+_AmandaP.eaf
S,e depois <a> foi embora,S_PBCP_2018FA+_AmandaP.eaf
D1,ela voltou pra lá,S_PBCP_2018FA+_AmandaP.eaf
S,voltou,S_PBCP_2018FA+_AmandaP.eaf
S,e até hoje a gente mantém contato,S_PBCP_2018FA+_AmandaP.eaf
D1,ah é mas é vocês se conheceram aqui,S_PBCP_2018FA+_AmandaP.eaf
S,sim,S_PBCP_2018FA+_AmandaP.eaf
D1,ah entendi,S_PBCP_2018FA+_AmandaP.eaf
S,uhum,S_PBCP_2018FA+_AmandaP.eaf
S,de lá só os <a> primos <a> mesmo <a>,S_PBCP_2018FA+_AmandaP.eaf
D1,uhum,S_PBCP_2018FA+_AmandaP.eaf
S,né,S_PBCP_2018FA+_AmandaP.eaf
D1,mas esse você também mantém contato,S_PBCP_2018FA+_AmandaP.eaf
S,a gente tinha um vínculo assim,S_PBCP_2018FA+_AmandaP.eaf
S,hoje assim por o zap só,S_PBCP_2018FA+_AmandaP.eaf
D1,uhum,S_PBCP_2018FA+_AmandaP.eaf
S,né,S_PBCP_2018FA+_AmandaP.eaf
D1,não é aquela coisa,S_PBCP_2018FA+_AmandaP.eaf
S,e aqui,S_PBCP_2018FA+_AmandaP.eaf
S,não fiz <a> assim nenhuma amizade pra dizer é essa,S_PBCP_2018FA+_AmandaP.eaf
D1,uhum,S_PBCP_2018FA+_AmandaP.eaf
D1,mais essa sua amiga do piauí mesmo,S_PBCP_2018FA+_AmandaP.eaf
S,uhum,S_PBCP_2018FA+_AmandaP.eaf
D1,e você você não costuma sair muito mas você costuma viajar assim,S_PBCP_2018FA+_AmandaP.eaf
S,também não,S_PBCP_2018FA+_AmandaP.eaf
D1,também não,S_PBCP_2018FA+_AmandaP.eaf
S,não,S_PBCP_2018FA+_AmandaP.eaf
D1,você conhece,S_PBCP_2018FA+_AmandaP.eaf
D1,quais estados assim você conhece,S_PBCP_2018FA+_AmandaP.eaf
D1,aqui do brasil,S_PBCP_2018FA+_AmandaP.eaf
D1,aqui,S_PBCP_2018FA+_AmandaP.eaf
S,só aqui,S_PBCP_2018FA+_AmandaP.eaf
D1,são paulo e paraíba,S_PBCP_2018FA+_AmandaP.eaf
S,e a paraíba,S_PBCP_2018FA+_AmandaP.eaf
D1,mas você nunca foi então por exemplo pra minas pro rio de janeiro,S_PBCP_2018FA+_AmandaP.eaf
S,não,S_PBCP_2018FA+_AmandaP.eaf
S,não,S_PBCP_2018FA+_AmandaP.eaf
D1,pro sul nada assim,S_PBCP_2018FA+_AmandaP.eaf
S,tsc tsc,S_PBCP_2018FA+_AmandaP.eaf
S,ainda não,S_PBCP_2018FA+_AmandaP.eaf
D1,ainda,S_PBCP_2018FA+_AmandaP.eaf
D1,e quais são os lugares então que você gostaria de conhecer,S_PBCP_2018FA+_AmandaP.eaf
S,é como eu falei sempre influência do do filho ali,S_PBCP_2018FA+_AmandaP.eaf
D1,uhum,S_PBCP_2018FA+_AmandaP.eaf
S,e ele pretende conhecer bonito acho que é mato grosso,S_PBCP_2018FA+_AmandaP.eaf
D1,uhum,S_PBCP_2018FA+_AmandaP.eaf
D1,e você quer e vai acompanhar,S_PBCP_2018FA+_AmandaP.eaf
S,vou,S_PBCP_2018FA+_AmandaP.eaf
D1,só bonito que você quer conhecer,S_PBCP_2018FA+_AmandaP.eaf
S,é por enquanto sim,S_PBCP_2018FA+_AmandaP.eaf
S,o rio também seria um sonho mas <a> não sei,S_PBCP_2018FA+_AmandaP.eaf
S,acredito que não,S_PBCP_2018FA+_AmandaP.eaf
D1,e pra fora você também não tem vontade,S_PBCP_2018FA+_AmandaP.eaf
S,não,S_PBCP_2018FA+_AmandaP.eaf
D1,não,S_PBCP_2018FA+_AmandaP.eaf
S,nenhuma,S_PBCP_2018FA+_AmandaP.eaf
D1,tem tanto lugar bonito aqui no brasil né,S_PBCP_2018FA+_AmandaP.eaf
S,pois <a> é tem tanta coisa pra conhecer né,S_PBCP_2018FA+_AmandaP.eaf
D1,quem sabe né,S_PBCP_2018FA+_AmandaP.eaf
ROTEIRO,LAZER,S_PBCP_2018FA+_PenelopeM.eaf
D1,e aqui nas horas de lazer que que você e seu marido gostam costumam fazer assim,S_PBCP_2018FA+_PenelopeM.eaf
S,ai a gente vai pra casa dos amigos,S_PBCP_2018FA+_PenelopeM.eaf
S,vai no cinema,S_PBCP_2018FA+_PenelopeM.eaf
S,só não é muito de,S_PBCP_2018FA+_PenelopeM.eaf
D1,de sair,S_PBCP_2018FA+_PenelopeM.eaf
S,de sair não,S_PBCP_2018FA+_PenelopeM.eaf
S,só,S_PBCP_2018FA+_PenelopeM.eaf
D1,é bem caseiro igual sua mãe,S_PBCP_2018FA+_PenelopeM.eaf
S,às vezes,S_PBCP_2018FA+_PenelopeM.eaf
S,é,S_PBCP_2018FA+_PenelopeM.eaf
D1,e você acha que aqui em paulínia tem boas opções de lazer,S_PBCP_2018FA+_PenelopeM.eaf
S,não,S_PBCP_2018FA+_PenelopeM.eaf
S,péssimo,S_PBCP_2018FA+_PenelopeM.eaf
D1,sério,S_PBCP_2018FA+_PenelopeM.eaf
S,xxx,S_PBCP_2018FA+_PenelopeM.eaf
D1,assim mas quando então você precisa sair você vai pra campinas ou não,S_PBCP_2018FA+_PenelopeM.eaf
S,é,S_PBCP_2018FA+_PenelopeM.eaf
S,uhum,S_PBCP_2018FA+_PenelopeM.eaf
D1,mais pra lá mesmo,S_PBCP_2018FA+_PenelopeM.eaf
S,é,S_PBCP_2018FA+_PenelopeM.eaf
D1,e quais são seus amigos mais antigos eles são de lá da paraíba ou são daqui,S_PBCP_2018FA+_PenelopeM.eaf
S,são daqui,S_PBCP_2018FA+_PenelopeM.eaf
S,eu não tenho mais assim conheço,S_PBCP_2018FA+_PenelopeM.eaf
S,mas não são pessoas que eu não tenho mais contato com o pessoal de lá,S_PBCP_2018FA+_PenelopeM.eaf
D1,entendi,S_PBCP_2018FA+_PenelopeM.eaf
S,entendeu,S_PBCP_2018FA+_PenelopeM.eaf
S,não é aquela coisa ah,S_PBCP_2018FA+_PenelopeM.eaf
S,tipo às vezes quan aí quando,S_PBCP_2018FA+_PenelopeM.eaf
S,lá a gente vai lá visita tudo mas não é aquela eu não posso falar que é amizade,S_PBCP_2018FA+_PenelopeM.eaf
D1,amigo,S_PBCP_2018FA+_PenelopeM.eaf
D1,uhum,S_PBCP_2018FA+_PenelopeM.eaf
S,né,S_PBCP_2018FA+_PenelopeM.eaf
S,é conhecido hoje são conhecidos,S_PBCP_2018FA+_PenelopeM.eaf
S,né,S_PBCP_2018FA+_PenelopeM.eaf
S,por mais que você tem um carinho tudo mas não,S_PBCP_2018FA+_PenelopeM.eaf
D1,já,S_PBCP_2018FA+_PenelopeM.eaf
D1,não é a mesma coisa né,S_PBCP_2018FA+_PenelopeM.eaf
S,é não sai uma conversa não não vai fluir então,S_PBCP_2018FA+_PenelopeM.eaf
D1,uhum,S_PBCP_2018FA+_PenelopeM.eaf
D1,não pode chamar de amigo,S_PBCP_2018FA+_PenelopeM.eaf
S,então eu não tenho,S_PBCP_2018FA+_PenelopeM.eaf
D1,é um conhecido mesmo né,S_PBCP_2018FA+_PenelopeM.eaf
S,é,S_PBCP_2018FA+_PenelopeM.eaf
S,é,S_PBCP_2018FA+_PenelopeM.eaf
D1,mas os daqui você mantém contato com os mais antigos assim,S_PBCP_2018FA+_PenelopeM.eaf
S,não,S_PBCP_2018FA+_PenelopeM.eaf
D1,também não,S_PBCP_2018FA+_PenelopeM.eaf
S,com os da escola assim,S_PBCP_2018FA+_PenelopeM.eaf
D1,o seus amigos assim mesmo amigo antigo,S_PBCP_2018FA+_PenelopeM.eaf
D1,ou você não tem,S_PBCP_2018FA+_PenelopeM.eaf
S,é tenho eu tenho,S_PBCP_2018FA+_PenelopeM.eaf
D1,e mantém contato,S_PBCP_2018FA+_PenelopeM.eaf
S,tenho,S_PBCP_2018FA+_PenelopeM.eaf
S,aham,S_PBCP_2018FA+_PenelopeM.eaf
S,sim,S_PBCP_2018FA+_PenelopeM.eaf
D1,e assim,S_PBCP_2018FA+_PenelopeM.eaf
D1,eh,S_PBCP_2018FA+_PenelopeM.eaf
D1,você falou que não sai muito mas você gosta de viajar,S_PBCP_2018FA+_PenelopeM.eaf
S,gosto <a>,S_PBCP_2018FA+_PenelopeM.eaf
D1,gosta,S_PBCP_2018FA+_PenelopeM.eaf
S,uhum,S_PBCP_2018FA+_PenelopeM.eaf
D1,e pra que lugares você já viajou,S_PBCP_2018FA+_PenelopeM.eaf
S,eu,S_PBCP_2018FA+_PenelopeM.eaf
S,ah,S_PBCP_2018FA+_PenelopeM.eaf
S,já fui pra natal,S_PBCP_2018FA+_PenelopeM.eaf
S,fui pra porto de galinhas <a>,S_PBCP_2018FA+_PenelopeM.eaf
S,ilha bela,S_PBCP_2018FA+_PenelopeM.eaf
S,conta aqui,S_PBCP_2018FA+_PenelopeM.eaf
D1,conta conta,S_PBCP_2018FA+_PenelopeM.eaf
S,guarujá ubatuba,S_PBCP_2018FA+_PenelopeM.eaf
S,pro rio de janeiro uma vez <a> só,S_PBCP_2018FA+_PenelopeM.eaf
S,piracicaba não é viagem,S_PBCP_2018FA+_PenelopeM.eaf
S,fui pra minas <a>,S_PBCP_2018FA+_PenelopeM.eaf
S,só,S_PBCP_2018FA+_PenelopeM.eaf
D1,pro sul você nunca foi,S_PBCP_2018FA+_PenelopeM.eaf
S,acho que só,S_PBCP_2018FA+_PenelopeM.eaf
S,não nunca fui,S_PBCP_2018FA+_PenelopeM.eaf
D1,e pra fora também não,S_PBCP_2018FA+_PenelopeM.eaf
S,não,S_PBCP_2018FA+_PenelopeM.eaf
S,queria ir,S_PBCP_2018FA+_PenelopeM.eaf
D1,sua carreira de modelo né,S_PBCP_2018FA+_PenelopeM.eaf
S,minha carreira de modelo internacional não deu muito certo,S_PBCP_2018FA+_PenelopeM.eaf
D1,e que lugares assim você gostaria de conhecer,S_PBCP_2018FA+_PenelopeM.eaf
S,ai tem muitos <a> lugares <a>,S_PBCP_2018FA+_PenelopeM.eaf
S,muitos <a> lugares <a>,S_PBCP_2018FA+_PenelopeM.eaf
S,cancún,S_PBCP_2018FA+_PenelopeM.eaf
S,fernando de noronha,S_PBCP_2018FA+_PenelopeM.eaf
S,jericoacoara,S_PBCP_2018FA+_PenelopeM.eaf
S,londres <a>,S_PBCP_2018FA+_PenelopeM.eaf
S,nova iorque,S_PBCP_2018FA+_PenelopeM.eaf
D1,tem uma lista aí,S_PBCP_2018FA+_PenelopeM.eaf
S,disney <a>,S_PBCP_2018FA+_PenelopeM.eaf
S,grécia ilhas <a> maldivas <a>,S_PBCP_2018FA+_PenelopeM.eaf
S,ai tem muitos <a> lugares <a>,S_PBCP_2018FA+_PenelopeM.eaf
D1,nossa muita coisa,S_PBCP_2018FA+_PenelopeM.eaf
D1,tem que ganhar na mega-sena logo que é pra se conhecer tudo isso assim né,S_PBCP_2018FA+_PenelopeM.eaf
S,é mas <a> eu esqueci <a> de jogar,S_PBCP_2018FA+_PenelopeM.eaf
D1,então não,S_PBCP_2018FA+_PenelopeM.eaf
S,na virada,S_PBCP_2018FA+_PenelopeM.eaf
D1,esse ano quem sabe no final do ano você né,S_PBCP_2018FA+_PenelopeM.eaf
S,quem sabe,S_PBCP_2018FA+_PenelopeM.eaf
ROTEIRO,LAZER,S_PBCP_2018FA+_RitaS.eaf
D1,e que na hora de lazer assim o que que você e seu marido costumam fazer,S_PBCP_2018FA+_RitaS.eaf
S,ah,S_PBCP_2018FA+_RitaS.eaf
S,sai ah lazer,S_PBCP_2018FA+_RitaS.eaf
S,comer uma pizza né,S_PBCP_2018FA+_RitaS.eaf
S,tomar um chopes,S_PBCP_2018FA+_RitaS.eaf
S,vai pra praia de vez em quando,S_PBCP_2018FA+_RitaS.eaf
D1,vocês fazem mais aqui em paulínia ou vocês costumam ir em campinas,S_PBCP_2018FA+_RitaS.eaf
S,em paulínia,S_PBCP_2018FA+_RitaS.eaf
S,é em paulínia,S_PBCP_2018FA+_RitaS.eaf
D1,paulínia mesmo,S_PBCP_2018FA+_RitaS.eaf
S,difícil ir pra campinas é mais paulínia mesmo,S_PBCP_2018FA+_RitaS.eaf
D1,e você acha que paulínia aqui tem boas opões de lazer,S_PBCP_2018FA+_RitaS.eaf
S,não,S_PBCP_2018FA+_RitaS.eaf
D1,não tem,S_PBCP_2018FA+_RitaS.eaf
S,paulínia é só tra é mais trabalho,S_PBCP_2018FA+_RitaS.eaf
S,é mais trabalho,S_PBCP_2018FA+_RitaS.eaf
D1,vem aqui pro chicote mesmo,S_PBCP_2018FA+_RitaS.eaf
S,aqui é,S_PBCP_2018FA+_RitaS.eaf
S,trabalhar e pagar,S_PBCP_2018FA+_RitaS.eaf
S,é,S_PBCP_2018FA+_RitaS.eaf
D1,pode ficar a vontade,S_PBCP_2018FA+_RitaS.eaf
S,pode perguntar a próxima,S_PBCP_2018FA+_RitaS.eaf
D1,está bom,S_PBCP_2018FA+_RitaS.eaf
S,estou <e> prestando <a> atenção,S_PBCP_2018FA+_RitaS.eaf
D1,e quais são os seus amigos mais antigos assim,S_PBCP_2018FA+_RitaS.eaf
S,de paulínia,S_PBCP_2018FA+_RitaS.eaf
D1,são daqui ou são de lá,S_PBCP_2018FA+_RitaS.eaf
S,tem alguns <a> daqui,S_PBCP_2018FA+_RitaS.eaf
S,é então ele está <e> no caminho mas <a> se ele chegar ele espera <a>,S_PBCP_2018FA+_RitaS.eaf
D1,uhum,S_PBCP_2018FA+_RitaS.eaf
D1,está bom,S_PBCP_2018FA+_RitaS.eaf
S,aí tem o as <a> primas <a> que a gente,S_PBCP_2018FA+_RitaS.eaf
S,foi criando junto no mesmo <a> lugar lá onde a gente pagava aluguel,S_PBCP_2018FA+_RitaS.eaf
D1,uhum,S_PBCP_2018FA+_RitaS.eaf
S,são as <a> mais <a> antiga que a gente saía juntas <a> aos <a> quinze anos <a>,S_PBCP_2018FA+_RitaS.eaf
D1,então a maioria é daqui na verdade né,S_PBCP_2018FA+_RitaS.eaf
S,a maioria é daqui,S_PBCP_2018FA+_RitaS.eaf
D1,porque de lá você veio muito nova né,S_PBCP_2018FA+_RitaS.eaf
S,de lá eu vim,S_PBCP_2018FA+_RitaS.eaf
D1,não tem nenhum que você,S_PBCP_2018FA+_RitaS.eaf
S,não,S_PBCP_2018FA+_RitaS.eaf
D1,e desses daqui você mantém contato ainda,S_PBCP_2018FA+_RitaS.eaf
S,mantém,S_PBCP_2018FA+_RitaS.eaf
D1,bastante,S_PBCP_2018FA+_RitaS.eaf
