TRILHA,ANOTACAO,ARQUIVO
--- Trecho ---,,
D1,e você escolheu morar nesse bairro por qual motivo assim,S_PBCP_2018FA+_RitaS.eaf
S,porque assim o valor pra comprar o terreno era mais acessível,S_PBCP_2018FA+_RitaS.eaf
D1,entendi,S_PBCP_2018FA+_RitaS.eaf
S,e a gente acabou comprando construiu e,S_PBCP_2018FA+_RitaS.eaf
S,ficamos por aqui mesmo,S_PBCP_2018FA+_RitaS.eaf
D1,aqui é a casa de vocês mesmo,S_PBCP_2018FA+_RitaS.eaf
S,casa nossa mesmo,S_PBCP_2018FA+_RitaS.eaf
D1,mais fácil né,S_PBCP_2018FA+_RitaS.eaf
S,mais fácil,S_PBCP_2018FA+_RitaS.eaf
D1,mas aí quando você veio de lá foi porque seus pais vieram pra cá,S_PBCP_2018FA+_RitaS.eaf
S,eles vieram pra cá,S_PBCP_2018FA+_RitaS.eaf
D1,aí você teve que vir junto né,S_PBCP_2018FA+_RitaS.eaf
S,vim junto,S_PBCP_2018FA+_RitaS.eaf
D1,é arrastada,S_PBCP_2018FA+_RitaS.eaf
D1,entendi,S_PBCP_2018FA+_RitaS.eaf
D1,e aqui você conhece os seus vizinhos,S_PBCP_2018FA+_RitaS.eaf
,,
### Arquivo: S_PBCP_2018FA+_RitaS.eaf,,
--- Trecho ---,,
D1,e o que que você acha que esse bairro aqui tem de diferente dos outros bairros de paulínia assim,S_PBCP_2018FA+_RitaS.eaf
S,tipo de parte de lazer,S_PBCP_2018FA+_RitaS.eaf
S,de,S_PBCP_2018FA+_RitaS.eaf
D1,uma coisa que você acha que destaca o seu bairro assim que você não vê em outros bairros por exemplo,S_PBCP_2018FA+_RitaS.eaf
D1,tem alguma coisa,S_PBCP_2018FA+_RitaS.eaf
S,tem é um bairro bem tranquilo,S_PBCP_2018FA+_RitaS.eaf
S,as ruas são bem largas calçadas largas isso faz a diferença,S_PBCP_2018FA+_RitaS.eaf
D1,faz diferença né,S_PBCP_2018FA+_RitaS.eaf
S,faz,S_PBCP_2018FA+_RitaS.eaf
D1,é verdade pra quando a gente quer morar né tem que ser uma coisa sossegada né,S_PBCP_2018FA+_RitaS.eaf
S,é,S_PBCP_2018FA+_RitaS.eaf
S,sossegada,S_PBCP_2018FA+_RitaS.eaf
D1,entendi,S_PBCP_2018FA+_RitaS.eaf
D1,e aqui você sabe se costuma haver festa de bairro assim,S_PBCP_2018FA+_RitaS.eaf
S,tem,S_PBCP_2018FA+_RitaS.eaf
D1,tem,S_PBCP_2018FA+_RitaS.eaf
,,
### Arquivo: S_PBCP_2018FA+_RitaS.eaf,,
--- Trecho ---,,
D1,uma coisa que você acha que destaca o seu bairro assim que você não vê em outros bairros por exemplo,S_PBCP_2018FA+_RitaS.eaf
D1,tem alguma coisa,S_PBCP_2018FA+_RitaS.eaf
S,tem é um bairro bem tranquilo,S_PBCP_2018FA+_RitaS.eaf
S,as ruas são bem largas calçadas largas isso faz a diferença,S_PBCP_2018FA+_RitaS.eaf
D1,faz diferença né,S_PBCP_2018FA+_RitaS.eaf
S,faz,S_PBCP_2018FA+_RitaS.eaf
D1,é verdade pra quando a gente quer morar né tem que ser uma coisa sossegada né,S_PBCP_2018FA+_RitaS.eaf
S,é,S_PBCP_2018FA+_RitaS.eaf
S,sossegada,S_PBCP_2018FA+_RitaS.eaf
D1,entendi,S_PBCP_2018FA+_RitaS.eaf
D1,e aqui você sabe se costuma haver festa de bairro assim,S_PBCP_2018FA+_RitaS.eaf
S,tem,S_PBCP_2018FA+_RitaS.eaf
D1,tem,S_PBCP_2018FA+_RitaS.eaf
S,na comunidade da igreja tem,S_PBCP_2018FA+_RitaS.eaf
S,e na praça,S_PBCP_2018FA+_RitaS.eaf
S,eles fazem,S_PBCP_2018FA+_RitaS.eaf
,,
### Arquivo: S_PBCP_2018FA+_RitaS.eaf,,
--- Trecho ---,,
D1,e aqui você sabe se costuma haver festa de bairro assim,S_PBCP_2018FA+_RitaS.eaf
S,tem,S_PBCP_2018FA+_RitaS.eaf
D1,tem,S_PBCP_2018FA+_RitaS.eaf
S,na comunidade da igreja tem,S_PBCP_2018FA+_RitaS.eaf
S,e na praça,S_PBCP_2018FA+_RitaS.eaf
S,eles fazem,S_PBCP_2018FA+_RitaS.eaf
D1,festa de,S_PBCP_2018FA+_RitaS.eaf
D1,junina,S_PBCP_2018FA+_RitaS.eaf
S,junina carnaval eles fazem na pracinha,S_PBCP_2018FA+_RitaS.eaf
D1,o pessoal é bem festeiro aqui,S_PBCP_2018FA+_RitaS.eaf
S,é,S_PBCP_2018FA+_RitaS.eaf
S,é um bairro grande né,S_PBCP_2018FA+_RitaS.eaf
D1,ah entendi,S_PBCP_2018FA+_RitaS.eaf
S,aqui é um bairro bem grande,S_PBCP_2018FA+_RitaS.eaf
D1,e tem mais algum outro lugar que as pessoas costumam se reunir por aqui ou só mais assim nessas festas,S_PBCP_2018FA+_RitaS.eaf
S,só na comunidade ali da igreja,S_PBCP_2018FA+_RitaS.eaf
,,
### Arquivo: S_PBCP_2018FA+_RitaS.eaf,,
--- Trecho ---,,
D1,entendi e tem algum outro bairro hoje que você gostaria de se mudar por exemplo,S_PBCP_2018FA+_RitaS.eaf
S,no centro,S_PBCP_2018FA+_RitaS.eaf
D1,no centro,S_PBCP_2018FA+_RitaS.eaf
D1,ah é,S_PBCP_2018FA+_RitaS.eaf
S,gostaria,S_PBCP_2018FA+_RitaS.eaf
S,se eu pudesse comprar vender aqui e comprar um apartamento eu iria pro centro,S_PBCP_2018FA+_RitaS.eaf
D1,ah é apartamento,S_PBCP_2018FA+_RitaS.eaf
S,por ser menor o apartamento,S_PBCP_2018FA+_RitaS.eaf
D1,ah entendi,S_PBCP_2018FA+_RitaS.eaf
S,não por segurança mas por ser um um lugar menor,S_PBCP_2018FA+_RitaS.eaf
D1,que fica mais fácil né pra cuidar,S_PBCP_2018FA+_RitaS.eaf
S,fica mais fácil,S_PBCP_2018FA+_RitaS.eaf
S,pra cuidar pra limpar pra tudo,S_PBCP_2018FA+_RitaS.eaf
D1,casa grande eu acho bonita de ver assim mas na hora que a gente está no dia a dia,S_PBCP_2018FA+_RitaS.eaf
S,xxx,S_PBCP_2018FA+_RitaS.eaf
S,é linda,S_PBCP_2018FA+_RitaS.eaf
,,
### Arquivo: S_PBCP_2018FA+_RitaS.eaf,,
--- Trecho ---,,
D1,e lá você foi pra escola no mesmo bairro,S_PBCP_2018FA+_RitaS.eaf
S,foi no mesmo bairro era no era rural a escola rural naquele jeito né bem fraco o ensino,S_PBCP_2018FA+_RitaS.eaf
S,até acho que a minha quarta série,S_PBCP_2018FA+_RitaS.eaf
S,eu fiz lá,S_PBCP_2018FA+_RitaS.eaf
D1,você lembra qual que era o nome da escola,S_PBCP_2018FA+_RitaS.eaf
S,não era não não tinha nome era uma escola assim numa,S_PBCP_2018FA+_RitaS.eaf
D1,tipo,S_PBCP_2018FA+_RitaS.eaf
D1,de fazenda de bairro assim,S_PBCP_2018FA+_RitaS.eaf
S,era de fazenda mesmo,S_PBCP_2018FA+_RitaS.eaf
D1,mas então é ela era municipal,S_PBCP_2018FA+_RitaS.eaf
S,municipal,S_PBCP_2018FA+_RitaS.eaf
D1,entendi,S_PBCP_2018FA+_RitaS.eaf
S,mas assim era bem eu lembro que era bem fraco quando eu cheguei aqui eu tive dificuldade pra acompanhar o pessoal,S_PBCP_2018FA+_RitaS.eaf
S,mudou tudo assim a forma de falar,S_PBCP_2018FA+_RitaS.eaf
S,tudo muda tudo,S_PBCP_2018FA+_RitaS.eaf
D1,mas aí lá você fez então,S_PBCP_2018FA+_RitaS.eaf
,,
### Arquivo: S_PBCP_2018FA+_RitaS.eaf,,
--- Trecho ---,,
D1,de fazenda de bairro assim,S_PBCP_2018FA+_RitaS.eaf
S,era de fazenda mesmo,S_PBCP_2018FA+_RitaS.eaf
D1,mas então é ela era municipal,S_PBCP_2018FA+_RitaS.eaf
S,municipal,S_PBCP_2018FA+_RitaS.eaf
D1,entendi,S_PBCP_2018FA+_RitaS.eaf
S,mas assim era bem eu lembro que era bem fraco quando eu cheguei aqui eu tive dificuldade pra acompanhar o pessoal,S_PBCP_2018FA+_RitaS.eaf
S,mudou tudo assim a forma de falar,S_PBCP_2018FA+_RitaS.eaf
S,tudo muda tudo,S_PBCP_2018FA+_RitaS.eaf
D1,mas aí lá você fez então,S_PBCP_2018FA+_RitaS.eaf
D1,a quarta série,S_PBCP_2018FA+_RitaS.eaf
D1,até a quarta série,S_PBCP_2018FA+_RitaS.eaf
S,até a quarta série,S_PBCP_2018FA+_RitaS.eaf
D1,e depois você parou e veio pra cá,S_PBCP_2018FA+_RitaS.eaf
S,aí eu vim pra cá,S_PBCP_2018FA+_RitaS.eaf
D1,e aqui você terminou,S_PBCP_2018FA+_RitaS.eaf
S,eu continuei na qua eu entrei na quarta série de novo pra,S_PBCP_2018FA+_RitaS.eaf
,,
### Arquivo: S_PBCP_2018FA+_RitaS.eaf,,
--- Trecho ---,,
D1,e você sabe se tem algum bairro específico que eles se concentram,S_PBCP_2018FA+_RitaS.eaf
S,olha,S_PBCP_2018FA+_RitaS.eaf
S,o o,S_PBCP_2018FA+_RitaS.eaf
S,paraibano tem bastante  lá pro monte alegre,S_PBCP_2018FA+_RitaS.eaf
D1,uhum,S_PBCP_2018FA+_RitaS.eaf
S,monte alegre,S_PBCP_2018FA+_RitaS.eaf
S,cinco,S_PBCP_2018FA+_RitaS.eaf
S,xxx,S_PBCP_2018FA+_RitaS.eaf
S,é o cinco,S_PBCP_2018FA+_RitaS.eaf
D1,nossa tem o cinco,S_PBCP_2018FA+_RitaS.eaf
S,tem,S_PBCP_2018FA+_RitaS.eaf
D1,não sabia,S_PBCP_2018FA+_RitaS.eaf
S,é um bairro grudado no outro assim,S_PBCP_2018FA+_RitaS.eaf
S,é,S_PBCP_2018FA+_RitaS.eaf
S,é monte alegre um dois  três  quatro e cinco ,S_PBCP_2018FA+_RitaS.eaf
D1,e fica mais pra lá,S_PBCP_2018FA+_RitaS.eaf
,,
### Arquivo: S_PBCP_2018FA+_RitaS.eaf,,
--- Trecho ---,,
D1,ela é de alguma determinada região ou de algum determinado bairro,S_PBCP_2018FA+_RitaS.eaf
S,assim,S_PBCP_2018FA+_RitaS.eaf
S,visualmente,S_PBCP_2018FA+_RitaS.eaf
D1,é se você não,S_PBCP_2018FA+_RitaS.eaf
D1,você não conhece a pessoa sem ela te falar você consegue saber se ela é de determinado bairro eu região,S_PBCP_2018FA+_RitaS.eaf
S,sim,S_PBCP_2018FA+_RitaS.eaf
D1,consegue como você identifica,S_PBCP_2018FA+_RitaS.eaf
S,é que assim,S_PBCP_2018FA+_RitaS.eaf
S,dependendo onde você pa quando você vai passear você vê que as  pessoas  moram,S_PBCP_2018FA+_RitaS.eaf
S,em lugares  em bairros  diferente,S_PBCP_2018FA+_RitaS.eaf
S,marieta dian que é onde a g com as  menina mora,S_PBCP_2018FA+_RitaS.eaf
S,a gente vê que que é do bairro de lá,S_PBCP_2018FA+_RitaS.eaf
S,aí consegue identificar,S_PBCP_2018FA+_RitaS.eaf
D1,consegue saber,S_PBCP_2018FA+_RitaS.eaf
S,consegue,S_PBCP_2018FA+_RitaS.eaf
S,que a cidade é pequena não é tão grande igual pau campinas  né,S_PBCP_2018FA+_RitaS.eaf
,,
### Arquivo: S_PBCP_2018FA+_RitaS.eaf,,
--- Trecho ---,,
D1,você não conhece a pessoa sem ela te falar você consegue saber se ela é de determinado bairro eu região,S_PBCP_2018FA+_RitaS.eaf
S,sim,S_PBCP_2018FA+_RitaS.eaf
D1,consegue como você identifica,S_PBCP_2018FA+_RitaS.eaf
S,é que assim,S_PBCP_2018FA+_RitaS.eaf
S,dependendo onde você pa quando você vai passear você vê que as  pessoas  moram,S_PBCP_2018FA+_RitaS.eaf
S,em lugares  em bairros  diferente,S_PBCP_2018FA+_RitaS.eaf
S,marieta dian que é onde a g com as  menina mora,S_PBCP_2018FA+_RitaS.eaf
S,a gente vê que que é do bairro de lá,S_PBCP_2018FA+_RitaS.eaf
S,aí consegue identificar,S_PBCP_2018FA+_RitaS.eaf
D1,consegue saber,S_PBCP_2018FA+_RitaS.eaf
S,consegue,S_PBCP_2018FA+_RitaS.eaf
S,que a cidade é pequena não é tão grande igual pau campinas  né,S_PBCP_2018FA+_RitaS.eaf
D1,mas as mesmo que você não conhece a pessoa,S_PBCP_2018FA+_RitaS.eaf
S,sim,S_PBCP_2018FA+_RitaS.eaf
D1,consegue saber,S_PBCP_2018FA+_RitaS.eaf
S,você consegue saber porque está  sempre se cru sempre na mesma  avenida se cruzando né,S_PBCP_2018FA+_RitaS.eaf
,,
### Arquivo: S_PBCP_2018FA-_ValentinaM.eaf,,
--- Trecho ---,,
D1,há quanto tempo que você mora nesse bairro,S_PBCP_2018FA-_ValentinaM.eaf
S,faz cinco anos,S_PBCP_2018FA-_ValentinaM.eaf
D1,cinco anos e por que que você escolheu morar aqui,S_PBCP_2018FA-_ValentinaM.eaf
S,eh porque aqui o local é bom de trabalho de serviço até porque lá na,S_PBCP_2018FA-_ValentinaM.eaf
S,paraíba é muito,S_PBCP_2018FA-_ValentinaM.eaf
S,ruim entendeu,S_PBCP_2018FA-_ValentinaM.eaf
S,tipo o salário,S_PBCP_2018FA-_ValentinaM.eaf
S,o salário aqui é melhor,S_PBCP_2018FA-_ValentinaM.eaf
S,de,S_PBCP_2018FA-_ValentinaM.eaf
S,digo assim de morar e trabalhar e estudar também é bom,S_PBCP_2018FA-_ValentinaM.eaf
S,e,S_PBCP_2018FA-_ValentinaM.eaf
S,é assim,S_PBCP_2018FA-_ValentinaM.eaf
S,desse jeito,S_PBCP_2018FA-_ValentinaM.eaf
D1,entendi e faz cinco anos que você,S_PBCP_2018FA-_ValentinaM.eaf
D1,e faz cinco anos que você veio pra cá também,S_PBCP_2018FA-_ValentinaM.eaf
S,se faz eh quanto,S_PBCP_2018FA-_ValentinaM.eaf
,,
### Arquivo: S_PBCP_2018FA-_ValentinaM.eaf,,
--- Trecho ---,,
D1,ah e você já veio direto pra esse bairro,S_PBCP_2018FA-_ValentinaM.eaf
S,já be eh não,S_PBCP_2018FA-_ValentinaM.eaf
S,eu,S_PBCP_2018FA-_ValentinaM.eaf
S,vim primeiro pra cerquilho,S_PBCP_2018FA-_ValentinaM.eaf
S,que é uma cidade de,S_PBCP_2018FA-_ValentinaM.eaf
S,eh,S_PBCP_2018FA-_ValentinaM.eaf
S,fica aproximadamente uns cinco quilômetros daqui pra sorocaba,S_PBCP_2018FA-_ValentinaM.eaf
S,aí tipo,S_PBCP_2018FA-_ValentinaM.eaf
S,meu marido veio primeiro a serviço,S_PBCP_2018FA-_ValentinaM.eaf
S,aí depois que ele arrumou o serviço dele,S_PBCP_2018FA-_ValentinaM.eaf
S,trabalhou,S_PBCP_2018FA-_ValentinaM.eaf
S,alugou casa entendeu aí depois ele mandou eu,S_PBCP_2018FA-_ValentinaM.eaf
S,eu me buscar entendeu,S_PBCP_2018FA-_ValentinaM.eaf
D1,entendi,S_PBCP_2018FA-_ValentinaM.eaf
S,aí tipo,S_PBCP_2018FA-_ValentinaM.eaf
S,e já estava,S_PBCP_2018FA-_ValentinaM.eaf
,,
### Arquivo: S_PBCP_2018FA-_ValentinaM.eaf,,
--- Trecho ---,,
D1,e por que que vocês escolheram esse bairro aqui,S_PBCP_2018FA-_ValentinaM.eaf
D1,tem algu teve algum motivo,S_PBCP_2018FA-_ValentinaM.eaf
S,é o motivo foi que,S_PBCP_2018FA-_ValentinaM.eaf
S,único,S_PBCP_2018FA-_ValentinaM.eaf
S,lugar que teve pra gente vim foi pra casa da minha tia pra ele poder,S_PBCP_2018FA-_ValentinaM.eaf
S,ter vindo entendeu,S_PBCP_2018FA-_ValentinaM.eaf
D1,ah sua ti você já tinha uma tia que morava aqui,S_PBCP_2018FA-_ValentinaM.eaf
S,tinha isso,S_PBCP_2018FA-_ValentinaM.eaf
D1,entendi,S_PBCP_2018FA-_ValentinaM.eaf
S,aí ela já veio e aí não tinha outro lugar porque a gente não tinha parentes próximo,S_PBCP_2018FA-_ValentinaM.eaf
S,a gente ele só tinha parentes próximo mas era em rio de janeiro era,S_PBCP_2018FA-_ValentinaM.eaf
S,longe entendeu,S_PBCP_2018FA-_ValentinaM.eaf
D1,ah sim de ir,S_PBCP_2018FA-_ValentinaM.eaf
D1,e vo você acha que você está aqui cinco anos você acha que o bairro mudou em alguma coisa você viu alguma mudança,S_PBCP_2018FA-_ValentinaM.eaf
S,mudou muito,S_PBCP_2018FA-_ValentinaM.eaf
D1,o que que você acha que mudou,S_PBCP_2018FA-_ValentinaM.eaf
,,
### Arquivo: S_PBCP_2018FA-_ValentinaM.eaf,,
--- Trecho ---,,
D1,e vo você acha que você está aqui cinco anos você acha que o bairro mudou em alguma coisa você viu alguma mudança,S_PBCP_2018FA-_ValentinaM.eaf
S,mudou muito,S_PBCP_2018FA-_ValentinaM.eaf
D1,o que que você acha que mudou,S_PBCP_2018FA-_ValentinaM.eaf
S,geralmente quando eu cheguei aqui,S_PBCP_2018FA-_ValentinaM.eaf
S,tipo era,S_PBCP_2018FA-_ValentinaM.eaf
S,aqui não tinha essas casa,S_PBCP_2018FA-_ValentinaM.eaf
S,era cheio de buraco aqui a rua os,S_PBCP_2018FA-_ValentinaM.eaf
S,os asfalto não tinha,S_PBCP_2018FA-_ValentinaM.eaf
S,geralmente nada,S_PBCP_2018FA-_ValentinaM.eaf
S,ela tinha um monte de,S_PBCP_2018FA-_ValentinaM.eaf
S,lixo entendeu aqui aqui,S_PBCP_2018FA-_ValentinaM.eaf
D1,sim,S_PBCP_2018FA-_ValentinaM.eaf
S,aqui a prefeitura arrumou muito,S_PBCP_2018FA-_ValentinaM.eaf
S,e,S_PBCP_2018FA-_ValentinaM.eaf
S,ainda não tinha,S_PBCP_2018FA-_ValentinaM.eaf
S,essas,S_PBCP_2018FA-_ValentinaM.eaf
,,
### Arquivo: S_PBCP_2018FA-_ValentinaM.eaf,,
--- Trecho ---,,
D1,e o que que você acha que esse bairro tem de diferente de outros bairros de campinas,S_PBCP_2018FA-_ValentinaM.eaf
S,ai não sei porque eu nem sei nem te explicar o que que tem diferente porque o único bairro que eu já vivi mais foi nesse entendeu aí eu não sei a di diferença de,S_PBCP_2018FA-_ValentinaM.eaf
D1,ah sim,S_PBCP_2018FA-_ValentinaM.eaf
S,de um bairro pra outro,S_PBCP_2018FA-_ValentinaM.eaf
D1,entendi,S_PBCP_2018FA-_ValentinaM.eaf
D1,e você acha que as pessoas se ajudam por aqui,S_PBCP_2018FA-_ValentinaM.eaf
S,sim,S_PBCP_2018FA-_ValentinaM.eaf
D1,e se você precisar de ajuda por exemplo pra quem que você recorre,S_PBCP_2018FA-_ValentinaM.eaf
S,pra minha tia,S_PBCP_2018FA-_ValentinaM.eaf
S,ou pra vizinha aqui da da frente,S_PBCP_2018FA-_ValentinaM.eaf
D1,sua ti,S_PBCP_2018FA-_ValentinaM.eaf
D1,sua tia ainda mora aqui perto,S_PBCP_2018FA-_ValentinaM.eaf
S,ela mora,S_PBCP_2018FA-_ValentinaM.eaf
S,só que no momento ela está,S_PBCP_2018FA-_ValentinaM.eaf
S,está ocupada,S_PBCP_2018FA-_ValentinaM.eaf
D1,ah não tudo bem,S_PBCP_2018FA-_ValentinaM.eaf
,,
### Arquivo: S_PBCP_2018FA-_ValentinaM.eaf,,
--- Trecho ---,,
D1,já aconteceu alguma coisa aqui nesse bairro que te fez pensar em mudar,S_PBCP_2018FA-_ValentinaM.eaf
S,uhn,S_PBCP_2018FA-_ValentinaM.eaf
S,já,S_PBCP_2018FA-_ValentinaM.eaf
D1,o que por exemplo,S_PBCP_2018FA-_ValentinaM.eaf
S,tipo eh das pessoas se,S_PBCP_2018FA-_ValentinaM.eaf
S,eh,S_PBCP_2018FA-_ValentinaM.eaf
S,te exigir uma coisa,S_PBCP_2018FA-_ValentinaM.eaf
S,você pode,S_PBCP_2018FA-_ValentinaM.eaf
S,ali e estar conseguindo eles já fala assim ó você,S_PBCP_2018FA-_ValentinaM.eaf
S,já eh você arrumar,S_PBCP_2018FA-_ValentinaM.eaf
S,pra algum trabalho fica melhor pra você e pro seu marido,S_PBCP_2018FA-_ValentinaM.eaf
S,essas coisa assim,S_PBCP_2018FA-_ValentinaM.eaf
S,aí já me ajuda entendeu,S_PBCP_2018FA-_ValentinaM.eaf
S,eh um conselho bom,S_PBCP_2018FA-_ValentinaM.eaf
S,pra mim poder trabalhar,S_PBCP_2018FA-_ValentinaM.eaf
S,aí porque se assim se a pessoa não dá conselho não ficar ali ajudando entendeu,S_PBCP_2018FA-_ValentinaM.eaf
,,
### Arquivo: S_PBCP_2018FA-_ValentinaM.eaf,,
--- Trecho ---,,
D1,e como que eh e hoje tem algum outro bairro aqui em campinas que você gostaria de mu ah de morar,S_PBCP_2018FA-_ValentinaM.eaf
S,uhn,S_PBCP_2018FA-_ValentinaM.eaf
S,não sei não pretendo mudar,S_PBCP_2018FA-_ValentinaM.eaf
D1,não,S_PBCP_2018FA-_ValentinaM.eaf
S,ti não,S_PBCP_2018FA-_ValentinaM.eaf
S,é tipo,S_PBCP_2018FA-_ValentinaM.eaf
S,tem o ouro verde,S_PBCP_2018FA-_ValentinaM.eaf
D1,ah sim,S_PBCP_2018FA-_ValentinaM.eaf
S,no ouro verde porque lá geralmente fica tudo perto,S_PBCP_2018FA-_ValentinaM.eaf
S,tipo farmácia,S_PBCP_2018FA-_ValentinaM.eaf
S,hospital,S_PBCP_2018FA-_ValentinaM.eaf
S,eh,S_PBCP_2018FA-_ValentinaM.eaf
S,até o terminal né também tudo perto,S_PBCP_2018FA-_ValentinaM.eaf
D1,ah o termi sim,S_PBCP_2018FA-_ValentinaM.eaf
D1,então esse é o bairro que você gostaria de,S_PBCP_2018FA-_ValentinaM.eaf
S,de mudar,S_PBCP_2018FA-_ValentinaM.eaf
,,
### Arquivo: S_PBCP_2018FA-_ValentinaM.eaf,,
--- Trecho ---,,
D1,então esse é o bairro que você gostaria de,S_PBCP_2018FA-_ValentinaM.eaf
S,de mudar,S_PBCP_2018FA-_ValentinaM.eaf
D1,mudar,S_PBCP_2018FA-_ValentinaM.eaf
S,isso,S_PBCP_2018FA-_ValentinaM.eaf
D1,uhn,S_PBCP_2018FA-_ValentinaM.eaf
D1,e como que foi a sua infância na paraíba você é de que cidade,S_PBCP_2018FA-_ValentinaM.eaf
S,ai eu sou de,S_PBCP_2018FA-_ValentinaM.eaf
S,de,S_PBCP_2018FA-_ValentinaM.eaf
S,meu deus do céu esqueci o nome da cidade,S_PBCP_2018FA-_ValentinaM.eaf
S,olha a capital da minha ci da minha cidade é joão,S_PBCP_2018FA-_ValentinaM.eaf
S,joão pessoa,S_PBCP_2018FA-_ValentinaM.eaf
S,e o nome da cidade gente,S_PBCP_2018FA-_ValentinaM.eaf
S,eh,S_PBCP_2018FA-_ValentinaM.eaf
S,sem querer eu,S_PBCP_2018FA-_ValentinaM.eaf
D1,eh é perto de joão pessoa,S_PBCP_2018FA-_ValentinaM.eaf
S,é pe eh não,S_PBCP_2018FA-_ValentinaM.eaf
,,
### Arquivo: S_PBCP_2018FA-_ValentinaM.eaf,,
--- Trecho ---,,
D1,e a ci a escola que você ia ficava no mesmo bairro,S_PBCP_2018FA-_ValentinaM.eaf
S,ficava,S_PBCP_2018FA-_ValentinaM.eaf
D1,era pertinho assim como que você chegava na escola,S_PBCP_2018FA-_ValentinaM.eaf
S,não não era muito longe nem perto até porque,S_PBCP_2018FA-_ValentinaM.eaf
S,tinha como ir a de pés entendeu caminhando,S_PBCP_2018FA-_ValentinaM.eaf
D1,ah sim,S_PBCP_2018FA-_ValentinaM.eaf
S,tinha como ir,S_PBCP_2018FA-_ValentinaM.eaf
S,aí,S_PBCP_2018FA-_ValentinaM.eaf
S,às vezes eu ia de moto,S_PBCP_2018FA-_ValentinaM.eaf
D1,nossa,S_PBCP_2018FA-_ValentinaM.eaf
D1,com e com quantos anos aprendeu a dirigir moto,S_PBCP_2018FA-_ValentinaM.eaf
S,quem,S_PBCP_2018FA-_ValentinaM.eaf
D1,com quantos anos você aprendeu a dirigir moto,S_PBCP_2018FA-_ValentinaM.eaf
S,de não eu entendeu a,S_PBCP_2018FA-_ValentinaM.eaf
D1,ah tá eu achei que você ia sozinha na moto,S_PBCP_2018FA-_ValentinaM.eaf
D1,não,S_PBCP_2018FA-_ValentinaM.eaf
,,
### Arquivo: S_PBCP_2018FA-_ValentinaM.eaf,,
--- Trecho ---,,
D1,você tem algum bairro,S_PBCP_2018FA-_ValentinaM.eaf
D1,que o,S_PBCP_2018FA-_ValentinaM.eaf
S,não não tenho bairro,S_PBCP_2018FA-_ValentinaM.eaf
S,que tenha,S_PBCP_2018FA-_ValentinaM.eaf
S,especí ,S_PBCP_2018FA-_ValentinaM.eaf
D1,eh numa escala de zero a dez,S_PBCP_2018FA-_ValentinaM.eaf
D1,zero sendo nada e dez sendo muito,S_PBCP_2018FA-_ValentinaM.eaf
D1,o quanto você se considera paraibana hoje,S_PBCP_2018FA-_ValentinaM.eaf
S,eh,S_PBCP_2018FA-_ValentinaM.eaf
S,dez ,S_PBCP_2018FA-_ValentinaM.eaf
D1,dez,S_PBCP_2018FA-_ValentinaM.eaf
S,é,S_PBCP_2018FA-_ValentinaM.eaf
D1,numa escala de zero a dez o quanto você já se considera paulista,S_PBCP_2018FA-_ValentinaM.eaf
S,uhn,S_PBCP_2018FA-_ValentinaM.eaf
S,cinco,S_PBCP_2018FA-_ValentinaM.eaf
D1,cinco,S_PBCP_2018FA-_ValentinaM.eaf
,,
### Arquivo: S_PBCP_2018FB+_MelanieG.eaf,,
--- Trecho ---,,
D1,há quanto tempo você mora aqui nesse bairro,S_PBCP_2018FB+_MelanieG.eaf
S,sete anos,S_PBCP_2018FB+_MelanieG.eaf
D1,sete anos já,S_PBCP_2018FB+_MelanieG.eaf
S,sete a oito anos,S_PBCP_2018FB+_MelanieG.eaf
D1,mais ou menos assim,S_PBCP_2018FB+_MelanieG.eaf
D1,e você gosta de morar nessa região de paulínia,S_PBCP_2018FB+_MelanieG.eaf
S,gosto sim,S_PBCP_2018FB+_MelanieG.eaf
D1,por que que você gosta,S_PBCP_2018FB+_MelanieG.eaf
S,é tranquilo,S_PBCP_2018FB+_MelanieG.eaf
D1,é,S_PBCP_2018FB+_MelanieG.eaf
S,é,S_PBCP_2018FB+_MelanieG.eaf
D1,e você já morou em algum outro bairro aqui perto,S_PBCP_2018FB+_MelanieG.eaf
S,já morei na avenida lá,S_PBCP_2018FB+_MelanieG.eaf
S,j v,S_PBCP_2018FB+_MelanieG.eaf
D1,uhum,S_PBCP_2018FB+_MelanieG.eaf
D1,é nesse mesmo bairro,S_PBCP_2018FB+_MelanieG.eaf
,,
### Arquivo: S_PBCP_2018FB+_MelanieG.eaf,,
--- Trecho ---,,
D1,e você já morou em algum outro bairro aqui perto,S_PBCP_2018FB+_MelanieG.eaf
S,já morei na avenida lá,S_PBCP_2018FB+_MelanieG.eaf
S,j v,S_PBCP_2018FB+_MelanieG.eaf
D1,uhum,S_PBCP_2018FB+_MelanieG.eaf
D1,é nesse mesmo bairro,S_PBCP_2018FB+_MelanieG.eaf
S,morei,S_PBCP_2018FB+_MelanieG.eaf
S,é eles falam que sim na verdade é joão aranha né,S_PBCP_2018FB+_MelanieG.eaf
D1,aham,S_PBCP_2018FB+_MelanieG.eaf
S,a joão vieira fica na joão aranha,S_PBCP_2018FB+_MelanieG.eaf
S,que é onde ele morou né,S_PBCP_2018FB+_MelanieG.eaf
D1,uhum,S_PBCP_2018FB+_MelanieG.eaf
D1,e lá você morou quanto tempo,S_PBCP_2018FB+_MelanieG.eaf
