ARQUIVO,TRILHA,OCORRENCIA
S_PBCP_2018FA+_AmandaP.eaf,D1,mas então mas você acha que eh as crianças que são mal educadas
S_PBCP_2018FA+_AmandaP.eaf,D1,é mais uma consequência do comporta da educação de casa ou uma coisa mais de influência 
S_PBCP_2018FA+_AmandaP.eaf,D1,ou uma coisa que você acha que é mais de região porque por exemplo na paraíba isso não aconteceria
S_PBCP_2018FA+_AmandaP.eaf,D1,ou não
S_PBCP_2018FA+_AmandaP.eaf,D1,tem nada a ver uma coisa com a outra
S_PBCP_2018FA+_AmandaP.eaf,S,eu acredito que não
S_PBCP_2018FA+_AmandaP.eaf,D1,e faz tempo que você trabalha nesse serviço
S_PBCP_2018FA+_AmandaP.eaf,S,quatro anos 
S_PBCP_2018FA+_AmandaP.eaf,D1,quatro já e antigamente você trabalhava com isso mais ou menos
S_PBCP_2018FA+_AmandaP.eaf,S,não antes  eu trabalhava em papelaria
S_PBCP_2018FA+_AmandaP.eaf,D1,uhum
S_PBCP_2018FA+_AmandaP.eaf,S,trabalhei seis  anos  em papelaria
S_PBCP_2018FA+_AmandaP.eaf,D1,uhum
S_PBCP_2018FA+_AmandaP.eaf,S,e estou  a quatro nessa empresa
S_PBCP_2018FA+_AmandaP.eaf,S,dois  deles  foram trabalhei à noite
S_PBCP_2018FA+_AmandaP.eaf,S,mas  era num condomínio aqui próximo
S_PBCP_2018FA+_AmandaP.eaf,D1,ah entendi
S_PBCP_2018FA+_AmandaP.eaf,D1,mas hoje em dia você não trabalha à noite ou trabalha à noite
S_PBCP_2018FA+_AmandaP.eaf,S,não de dia
S_PBCP_2018FA+_AmandaP.eaf,D1,ah melhor né
S_PBCP_2018FA+_AmandaP.eaf,S,eu faço doze por trinta e seis 
S_PBCP_2018FA+_AmandaP.eaf,D1,bem melhor
S_PBCP_2018FA+_AmandaP.eaf,D1,e você gosta do seu serviço
S_PBCP_2018FA+_AmandaP.eaf,S,gosto 
S_PBCP_2018FA+_AmandaP.eaf,D1,gosta
S_PBCP_2018FA+_AmandaP.eaf,S,uhum
S_PBCP_2018FA+_AmandaP.eaf,D1,se sente reconhecida
S_PBCP_2018FA+_AmandaP.eaf,S,sim
S_PBCP_2018FA+_AmandaP.eaf,D1,é
S_PBCP_2018FA+_AmandaP.eaf,S,uhum
S_PBCP_2018FA+_AmandaP.eaf,D1,mas você por exemplo almeja alcançar algum outro cargo lá dentro
S_PBCP_2018FA+_AmandaP.eaf,S,não por enqua no momento não
S_PBCP_2018FA+_AmandaP.eaf,D1,não tem nada assim
S_PBCP_2018FA+_AmandaP.eaf,S,bom
S_PBCP_2018FA+_AmandaP.eaf,D1,está bom do jeito que está
S_PBCP_2018FA+_AmandaP.eaf,S,eu gosto  eu gosto  da minha escala  na verdade né
S_PBCP_2018FA+_AmandaP.eaf,D1,aham
S_PBCP_2018FA+_AmandaP.eaf,S,dá pra trabalhar fora e conciliar com o serviço de casa
S_PBCP_2018FA+_AmandaP.eaf,D1,pode ser do trabalho
S_PBCP_2018FA+_AmandaP.eaf,D1,ou as suas amigas
S_PBCP_2018FA+_AmandaP.eaf,D1,não prec e só não pode morar aqui na sua casa entendeu
S_PBCP_2018FA+_AmandaP.eaf,S,tá
S_PBCP_2018FA+_AmandaP.eaf,S,uma pessoa que eu convivo bastante é a m
S_PBCP_2018FA+_AmandaP.eaf,D1,m
S_PBCP_2018FA+_AmandaP.eaf,D1,que é sua prima né
S_PBCP_2018FA+_AmandaP.eaf,S,isso minha prima
S_PBCP_2018FA+_AmandaP.eaf,S,tem a minha mãe
S_PBCP_2018FA+_AmandaP.eaf,D1,uhum
S_PBCP_2018FA+_AmandaP.eaf,D1,como que chama a sua mãe l
S_PBCP_2018FA+_AmandaP.eaf,S,mz
S_PBCP_2018FA+_AmandaP.eaf,D1,mz
S_PBCP_2018FA+_AmandaP.eaf,D1,que da onde eu tirei l
S_PBCP_2018FA+_AmandaP.eaf,S,a mãe da m
S_PBCP_2018FA+_AmandaP.eaf,D1,ah é verdade m
S_PBCP_2018FA+_PenelopeM.eaf,D1,e como que você faz pra chegar no seu trabalho
S_PBCP_2018FA+_PenelopeM.eaf,S,ônibus
S_PBCP_2018FA+_PenelopeM.eaf,D1,de ônibus mesmo
S_PBCP_2018FA+_PenelopeM.eaf,S,aham
S_PBCP_2018FA+_PenelopeM.eaf,D1,e que que você faz
S_PBCP_2018FA+_PenelopeM.eaf,S,eu trabalho no rh 
S_PBCP_2018FA+_PenelopeM.eaf,D1,no rh
S_PBCP_2018FA+_PenelopeM.eaf,S,uhum
S_PBCP_2018FA+_PenelopeM.eaf,D1,você na sua na sua área mesmo
S_PBCP_2018FA+_PenelopeM.eaf,S,na minha área isso
S_PBCP_2018FA+_PenelopeM.eaf,D1,entendi
S_PBCP_2018FA+_PenelopeM.eaf,D1,e faz tempo que você está nesse serviço
S_PBCP_2018FA+_PenelopeM.eaf,S,três anos e meio
S_PBCP_2018FA+_PenelopeM.eaf,D1,nessa área
S_PBCP_2018FA+_PenelopeM.eaf,D1,ou você fala nesse serviço
S_PBCP_2018FA+_PenelopeM.eaf,S,não
S_PBCP_2018FA+_PenelopeM.eaf,D1,e faz tempo que você está nesse serviço
S_PBCP_2018FA+_PenelopeM.eaf,S,três anos e meio
S_PBCP_2018FA+_PenelopeM.eaf,D1,nessa área
S_PBCP_2018FA+_PenelopeM.eaf,D1,ou você fala nesse serviço
S_PBCP_2018FA+_PenelopeM.eaf,S,não
S_PBCP_2018FA+_PenelopeM.eaf,S,nesse serviço
S_PBCP_2018FA+_PenelopeM.eaf,D1,ah tá
S_PBCP_2018FA+_PenelopeM.eaf,S,né
S_PBCP_2018FA+_PenelopeM.eaf,S,mas na área desde que eu estudava
S_PBCP_2018FA+_PenelopeM.eaf,S,eu consegui estágio e
S_PBCP_2018FA+_PenelopeM.eaf,D1,já ficou direto
S_PBCP_2018FA+_PenelopeM.eaf,S,já fiquei
S_PBCP_2018FA+_PenelopeM.eaf,S,uhum
S_PBCP_2018FA+_PenelopeM.eaf,D1,entendi
S_PBCP_2018FA+_PenelopeM.eaf,D1,e você gosta do seu serviço
S_PBCP_2018FA+_PenelopeM.eaf,S,gosto
S_PBCP_2018FA+_PenelopeM.eaf,D1,ou você fala nesse serviço
S_PBCP_2018FA+_PenelopeM.eaf,S,não
S_PBCP_2018FA+_PenelopeM.eaf,S,nesse serviço
S_PBCP_2018FA+_PenelopeM.eaf,D1,ah tá
S_PBCP_2018FA+_PenelopeM.eaf,S,né
S_PBCP_2018FA+_PenelopeM.eaf,S,mas na área desde que eu estudava
S_PBCP_2018FA+_PenelopeM.eaf,S,eu consegui estágio e
S_PBCP_2018FA+_PenelopeM.eaf,D1,já ficou direto
S_PBCP_2018FA+_PenelopeM.eaf,S,já fiquei
S_PBCP_2018FA+_PenelopeM.eaf,S,uhum
S_PBCP_2018FA+_PenelopeM.eaf,D1,entendi
S_PBCP_2018FA+_PenelopeM.eaf,D1,e você gosta do seu serviço
S_PBCP_2018FA+_PenelopeM.eaf,S,gosto
S_PBCP_2018FA+_PenelopeM.eaf,D1,você se sente assim reconhecida
S_PBCP_2018FA+_PenelopeM.eaf,S,me sinto
S_PBCP_2018FA+_PenelopeM.eaf,D1,sim
S_PBCP_2018FA+_PenelopeM.eaf,D1,e você gosta do seu serviço
S_PBCP_2018FA+_PenelopeM.eaf,S,gosto
S_PBCP_2018FA+_PenelopeM.eaf,D1,você se sente assim reconhecida
S_PBCP_2018FA+_PenelopeM.eaf,S,me sinto
S_PBCP_2018FA+_PenelopeM.eaf,D1,sim
S_PBCP_2018FA+_PenelopeM.eaf,S,uhum
S_PBCP_2018FA+_PenelopeM.eaf,D1,e tem algum outro cargo assim que você gostaria de alcançar
S_PBCP_2018FA+_PenelopeM.eaf,D1,que você almeja assim
S_PBCP_2018FA+_PenelopeM.eaf,S,hoje
S_PBCP_2018FA+_PenelopeM.eaf,S,não
S_PBCP_2018FA+_PenelopeM.eaf,S,lá onde eu estou não
S_PBCP_2018FA+_PenelopeM.eaf,S,porque eu já estou assim
S_PBCP_2018FA+_PenelopeM.eaf,S,não tem mais pra onde ir
S_PBCP_2018FA+_PenelopeM.eaf,D1,uhum
S_PBCP_2018FA+_PenelopeM.eaf,S,mas
S_PBCP_2018FA+_PenelopeM.eaf,S,um dia quem sabe ser uma gerente
S_PBCP_2018FA+_PenelopeM.eaf,D1,amigo de trabalho né
S_PBCP_2018FA+_PenelopeM.eaf,S,uhum
S_PBCP_2018FA+_PenelopeM.eaf,D1,uhum
S_PBCP_2018FA+_PenelopeM.eaf,S,tem o f
S_PBCP_2018FA+_PenelopeM.eaf,S,que é daqui
S_PBCP_2018FA+_PenelopeM.eaf,D1,é de trabalho também
S_PBCP_2018FA+_PenelopeM.eaf,S,não
S_PBCP_2018FA+_PenelopeM.eaf,S,é amigo normal
S_PBCP_2018FA+_PenelopeM.eaf,D1,amigo normal
S_PBCP_2018FA+_PenelopeM.eaf,S,é
S_PBCP_2018FA+_PenelopeM.eaf,D1,tá
S_PBCP_2018FA+_PenelopeM.eaf,S,tem a g
S_PBCP_2018FA+_PenelopeM.eaf,S,que é da paraíba
S_PBCP_2018FA+_PenelopeM.eaf,D1,ela é sua
S_PBCP_2018FA+_PenelopeM.eaf,D1,prima de segundo grau né
S_PBCP_2018FA+_PenelopeM.eaf,S,é
S_PBCP_2018FA+_PenelopeM.eaf,D1,é de trabalho também
S_PBCP_2018FA+_PenelopeM.eaf,S,não
S_PBCP_2018FA+_PenelopeM.eaf,S,é amigo normal
S_PBCP_2018FA+_PenelopeM.eaf,D1,amigo normal
S_PBCP_2018FA+_PenelopeM.eaf,S,é
S_PBCP_2018FA+_PenelopeM.eaf,D1,tá
S_PBCP_2018FA+_PenelopeM.eaf,S,tem a g
S_PBCP_2018FA+_PenelopeM.eaf,S,que é da paraíba
S_PBCP_2018FA+_PenelopeM.eaf,D1,ela é sua
S_PBCP_2018FA+_PenelopeM.eaf,D1,prima de segundo grau né
S_PBCP_2018FA+_PenelopeM.eaf,S,é
S_PBCP_2018FA+_PenelopeM.eaf,S,uhum
S_PBCP_2018FA+_PenelopeM.eaf,D1,tá
S_PBCP_2018FA+_PenelopeM.eaf,D1,eh a maioria do seus amigos hoje sem contar a família também
S_PBCP_2018FA+_PenelopeM.eaf,D1,eles são paraibanos
S_PBCP_2018FA+_PenelopeM.eaf,S,não
S_PBCP_2018FA+_RitaS.eaf,D1,e você como que você fazia pra chegar no seu trabalho
S_PBCP_2018FA+_RitaS.eaf,S,eu ia de carro
S_PBCP_2018FA+_RitaS.eaf,D1,de carro mesmo
S_PBCP_2018FA+_RitaS.eaf,S,de carro
S_PBCP_2018FA+_RitaS.eaf,D1,e você falou pra mim que era era como que chama desculpa
S_PBCP_2018FA+_RitaS.eaf,S,home care
S_PBCP_2018FA+_RitaS.eaf,D1,home care você cuidava
S_PBCP_2018FA+_RitaS.eaf,S,de idoso
S_PBCP_2018FA+_RitaS.eaf,D1,de idoso mesmo
S_PBCP_2018FA+_RitaS.eaf,S,de idoso mesmo
S_PBCP_2018FA+_RitaS.eaf,D1,e você gostava
S_PBCP_2018FA+_RitaS.eaf,S,gostava
S_PBCP_2018FA+_RitaS.eaf,D1,fazia tempo que você estava nesse serviço
S_PBCP_2018FA+_RitaS.eaf,S,fazia
S_PBCP_2018FA+_RitaS.eaf,D1,quanto tempo mais ou menos
S_PBCP_2018FA+_RitaS.eaf,S,eu trabalhei
S_PBCP_2018FA+_RitaS.eaf,D1,fazia tempo que você estava nesse serviço
S_PBCP_2018FA+_RitaS.eaf,S,fazia
S_PBCP_2018FA+_RitaS.eaf,D1,quanto tempo mais ou menos
S_PBCP_2018FA+_RitaS.eaf,S,eu trabalhei
S_PBCP_2018FA+_RitaS.eaf,S,uns dez anos com isso não acho que foi
S_PBCP_2018FA+_RitaS.eaf,S,eu me formei em dois mil e dez
S_PBCP_2018FA+_RitaS.eaf,S,uns cinco anos eu fiquei
S_PBCP_2018FA+_RitaS.eaf,D1,cinco anos e você gostava do que você fazia
S_PBCP_2018FA+_RitaS.eaf,S,gostava
S_PBCP_2018FA+_RitaS.eaf,S,aí depois o meu marido
S_PBCP_2018FA+_RitaS.eaf,S,a gente começou a mexer com caminhão
S_PBCP_2018FA+_RitaS.eaf,D1,uhn
S_PBCP_2018FA+_RitaS.eaf,S,caminhão tanque combustível gás
S_PBCP_2018FA+_RitaS.eaf,S,aí fomos mexer com isso
S_PBCP_2018FA+_RitaS.eaf,D1,aí mudou de área
S_PBCP_2018FA+_RitaS.eaf,S,aí eu tive que aju tive que me mexer em outras coisas
S_PBCP_2018FA-_ValentinaM.eaf,D1,essas coisas assim e que tipo de serviço
S_PBCP_2018FA-_ValentinaM.eaf,S,é
S_PBCP_2018FA-_ValentinaM.eaf,S,é
S_PBCP_2018FA-_ValentinaM.eaf,D1,que você pensa assim
S_PBCP_2018FA-_ValentinaM.eaf,D1,restaurante alguma coisa
S_PBCP_2018FA-_ValentinaM.eaf,S,é
S_PBCP_2018FA-_ValentinaM.eaf,S,tipo assim
S_PBCP_2018FA-_ValentinaM.eaf,S,primeiramente eu ia abrir
S_PBCP_2018FA-_ValentinaM.eaf,S,um salão
S_PBCP_2018FA-_ValentinaM.eaf,D1,ah um salão
S_PBCP_2018FA-_ValentinaM.eaf,S,é
S_PBCP_2018FA-_ValentinaM.eaf,S,pode ser um salão
S_PBCP_2018FA-_ValentinaM.eaf,S,ou
S_PBCP_2018FA-_ValentinaM.eaf,S,tipo
S_PBCP_2018FA-_ValentinaM.eaf,S,é só no salão que eu penso só no salão entendeu
S_PBCP_2018FA-_ValentinaM.eaf,D1,entendi
S_PBCP_2018FB+_MelanieG.eaf,D1,e como é que você faz pra chegar até o seu trabalho
S_PBCP_2018FB+_MelanieG.eaf,S,de ônibus 
S_PBCP_2018FB+_MelanieG.eaf,D1,de ônibus mesmo
S_PBCP_2018FB+_MelanieG.eaf,S,é
S_PBCP_2018FB+_MelanieG.eaf,D1,e o que é que você faz
S_PBCP_2018FB+_MelanieG.eaf,S,faxina
S_PBCP_2018FB+_MelanieG.eaf,D1,faxina
S_PBCP_2018FB+_MelanieG.eaf,D1,igual a a g
S_PBCP_2018FB+_MelanieG.eaf,S,g
S_PBCP_2018FB+_MelanieG.eaf,D1,e você conhece a r também
S_PBCP_2018FB+_MelanieG.eaf,S,a r
S_PBCP_2018FB+_MelanieG.eaf,D1,ih conhece todo mundo vocês já se conheciam lá antes ou não
S_PBCP_2018FB+_MelanieG.eaf,S,xxx
S_PBCP_2018FB+_MelanieG.eaf,S,a r não
S_PBCP_2018FB+_MelanieG.eaf,S,a r vim pe eh vim ter amizade com ela aqui
S_PBCP_2018FB+_MelanieG.eaf,D1,aham
S_PBCP_2018FB+_MelanieG.eaf,D1,e você gosta do seu serviço
S_PBCP_2018FB+_MelanieG.eaf,S,eu gosto 
S_PBCP_2018FB+_MelanieG.eaf,D1,gosta
S_PBCP_2018FB+_MelanieG.eaf,S,gosto 
S_PBCP_2018FB+_MelanieG.eaf,D1,e mas assim você se sente reconhecida
S_PBCP_2018FB+_MelanieG.eaf,S,ah por elas  eu sinto
S_PBCP_2018FB+_MelanieG.eaf,S,pelas  pessoas  que eu estou  hoje eu sinto
S_PBCP_2018FB+_MelanieG.eaf,D1,é bom assim né senão desmotiva muito
S_PBCP_2018FB+_MelanieG.eaf,S,é
S_PBCP_2018FB+_MelanieG.eaf,S,é exato
S_PBCP_2018FB+_MelanieG.eaf,S,já a gente gosta  de fazer né
S_PBCP_2018FB+_MelanieG.eaf,D1,tem que gostar que se não gostar né
S_PBCP_2018FB+_MelanieG.eaf,S,é
S_PBCP_2018FB+_MelanieG.eaf,D1,vai ser infeliz né
S_PBCP_2018FB+_MelanieG.eaf,S,sim é exato
S_PBCP_2018FB+_MelanieG.eaf,D1,mas tem algum outro
S_PBCP_2018FB+_MelanieG.eaf,D1,tipo de trabalho que você gostaria de alcançar
S_PBCP_2018FB+_MelanieG.eaf,S,ah eu tinha
S_PBCP_2018FB+_MelanieG.eaf,S,eu tinha
S_PBCP_2018FB+_MelanieG.eaf,D1,qual
S_PBCP_2018FB+_MelanieG.eaf,D1,mas se tinha não tem mais
S_PBCP_2018FB+_MelanieG.eaf,S,assim que a gente eu trabalhei muito tempo no comércio
S_PBCP_2018FB+_MelanieG.eaf,D1,aham
S_PBCP_2018FB+_MelanieG.eaf,S,quando a gente morava lá a gente vivia do comércio eu e ele
S_PBCP_2018FB+_MelanieG.eaf,D1,lá em
S_PBCP_2018FB+_MelanieG.eaf,S,lá na paraíba
S_PBCP_2018FB+_MelanieG.eaf,D1,na paraíba
S_PBCP_2018FB+_MelanieG.eaf,D1,uhum
S_PBCP_2018FB+_MelanieG.eaf,S,vivia do comércio
S_PBCP_2018FB+_MelanieG.eaf,S,eu tenho vontade de trabalhar em loja
S_PBCP_2018FB+_MelanieG.eaf,D1,de loja mesmo mas de
S_PBCP_2018FB+_MelanieG.eaf,S,uhum
S_PBCP_2018FB-_LucianaB.eaf,D1,e o seu trabalho é perto daqui
S_PBCP_2018FB-_LucianaB.eaf,S,olha eu estava  desempregada
S_PBCP_2018FB-_LucianaB.eaf,S,então
S_PBCP_2018FB-_LucianaB.eaf,S,eu fiz  uma entrevista  o mês  de novembro
S_PBCP_2018FB-_LucianaB.eaf,S,aí
S_PBCP_2018FB-_LucianaB.eaf,S,foi essa semana
S_PBCP_2018FB-_LucianaB.eaf,S,eu pedi tanto a deus  eu falei deus  pelo amor de deus  eu tenho que arrumar um emprego
S_PBCP_2018FB-_LucianaB.eaf,S,tenho que arrumar um emprego porque se não não vai dar não
S_PBCP_2018FB-_LucianaB.eaf,S,e graças  a deus  ele sempre me ouve
S_PBCP_2018FB-_LucianaB.eaf,S,a menina me ligou que eu fiz  a entrevista  de novembro
S_PBCP_2018FB-_LucianaB.eaf,D1,nossa
S_PBCP_2018FB-_LucianaB.eaf,S,para mim começar segunda-feira dia oito
S_PBCP_2018FB-_LucianaB.eaf,D1,ai você já vai começar então
S_PBCP_2018FB-_LucianaB.eaf,S,é
S_PBCP_2018FB-_LucianaB.eaf,S,lá ná
S_PBCP_2018FB-_LucianaB.eaf,S,como é que eu hum
S_PBCP_2018FB-_RosemaraA.eaf,D1,como é que você faz pra chegar até o seu trabalho
S_PBCP_2018FB-_RosemaraA.eaf,S,então vou de a pé
S_PBCP_2018FB-_RosemaraA.eaf,S,e no centro eu vou de ônibus
S_PBCP_2018FB-_RosemaraA.eaf,D1,de ônibus mesmo
S_PBCP_2018FB-_RosemaraA.eaf,S,é vou de ônibus
S_PBCP_2018FB-_RosemaraA.eaf,D1,e bom eu já sei o que você faz mas você pode falar pra mim o que que você faz
S_PBCP_2018FB-_RosemaraA.eaf,S,eu sou diarista
S_PBCP_2018FB-_RosemaraA.eaf,D1,diarista e você faz muito tempo que você trabalha nesse serviço ou não
S_PBCP_2018FB-_RosemaraA.eaf,S,faz faz
S_PBCP_2018FB-_RosemaraA.eaf,S,desde que eu estou aqui é
S_PBCP_2018FB-_RosemaraA.eaf,D1,você sempre foi isso
S_PBCP_2018FB-_RosemaraA.eaf,S,sempre foi isso entendeu
S_PBCP_2018FB-_RosemaraA.eaf,D1,entendi
S_PBCP_2018FB-_RosemaraA.eaf,D1,e você gosta do seu serviço
S_PBCP_2018FB-_RosemaraA.eaf,S,f
S_PBCP_2018FB-_RosemaraA.eaf,S,é como outro serviço qualquer assim você é cansativo
S_PBCP_2018FB-_RosemaraA.eaf,D1,diarista e você faz muito tempo que você trabalha nesse serviço ou não
S_PBCP_2018FB-_RosemaraA.eaf,S,faz faz
S_PBCP_2018FB-_RosemaraA.eaf,S,desde que eu estou aqui é
S_PBCP_2018FB-_RosemaraA.eaf,D1,você sempre foi isso
S_PBCP_2018FB-_RosemaraA.eaf,S,sempre foi isso entendeu
S_PBCP_2018FB-_RosemaraA.eaf,D1,entendi
S_PBCP_2018FB-_RosemaraA.eaf,D1,e você gosta do seu serviço
S_PBCP_2018FB-_RosemaraA.eaf,S,f
S_PBCP_2018FB-_RosemaraA.eaf,S,é como outro serviço qualquer assim você é cansativo
S_PBCP_2018FB-_RosemaraA.eaf,S,mas dizer a você assim que eu não gosto eu estou mentindo
S_PBCP_2018FB-_RosemaraA.eaf,S,porque eu gosto muito do resultado
S_PBCP_2018FB-_RosemaraA.eaf,D1,uhum
S_PBCP_2018FB-_RosemaraA.eaf,S,você pegar uma coisa suja assim você deixar ela limpinha brilhando entendeu
S_PBCP_2018FB-_RosemaraA.eaf,D1,uhum
S_PBCP_2018FB-_RosemaraA.eaf,S,eu gosto do que eu faço
S_PBCP_2018FB-_RosemaraA.eaf,D1,então você faz com amor com carinho assim
S_PBCP_2018FB-_RosemaraA.eaf,D1,e você gosta do seu serviço
S_PBCP_2018FB-_RosemaraA.eaf,S,f
S_PBCP_2018FB-_RosemaraA.eaf,S,é como outro serviço qualquer assim você é cansativo
S_PBCP_2018FB-_RosemaraA.eaf,S,mas dizer a você assim que eu não gosto eu estou mentindo
S_PBCP_2018FB-_RosemaraA.eaf,S,porque eu gosto muito do resultado
S_PBCP_2018FB-_RosemaraA.eaf,D1,uhum
S_PBCP_2018FB-_RosemaraA.eaf,S,você pegar uma coisa suja assim você deixar ela limpinha brilhando entendeu
S_PBCP_2018FB-_RosemaraA.eaf,D1,uhum
S_PBCP_2018FB-_RosemaraA.eaf,S,eu gosto do que eu faço
S_PBCP_2018FB-_RosemaraA.eaf,D1,então você faz com amor com carinho assim
S_PBCP_2018FB-_RosemaraA.eaf,S,é eu faço com amor
S_PBCP_2018FB-_RosemaraA.eaf,D1,não é uma coisa que você vai ah
S_PBCP_2018FB-_RosemaraA.eaf,S,não
S_PBCP_2018FB-_RosemaraA.eaf,S,não eu levanto cedinho já agradeço a deus por por estar viva
S_PBCP_2018FB-_RosemaraA.eaf,S,e ó parto
S_PBCP_2018FB-_RosemaraA.eaf,D1,é porque senão não dá nem pra ficar muito tempo né
S_PBCP_2018FB-_RosemaraA.eaf,D1,nesse nesse caso no seu trabalho
S_PBCP_2018FB-_RosemaraA.eaf,D1,mas teria algum outro cargo algum outro tipo de
S_PBCP_2018FB-_RosemaraA.eaf,D1,eh
S_PBCP_2018FB-_RosemaraA.eaf,D1,emprego que você gostaria de alcançar
S_PBCP_2018FB-_RosemaraA.eaf,S,então f eu gosto muito de decoração de ambientes entendeu
S_PBCP_2018FB-_RosemaraA.eaf,S,no caso se fosse hoje em dia pra mim fazer uma faculdade ou um curso
S_PBCP_2018FB-_RosemaraA.eaf,S,seria um design de ambiente alguma coisa assim
S_PBCP_2018FB-_RosemaraA.eaf,S,de eu pegar uma uma sala vazia e decorar ela todinha
S_PBCP_2018FB-_RosemaraA.eaf,S,eu adoro isso sabe
S_PBCP_2018FB-_RosemaraA.eaf,D1,você gosta
S_PBCP_2018FB-_RosemaraA.eaf,S,eu gosto
S_PBCP_2018FB-_RosemaraA.eaf,D1,mas você diria assim que
S_PBCP_2018FB-_RosemaraA.eaf,D1,a profissão dos seus sonhos hoje seria fazer um design ou seria ser a pediatra
S_PBCP_2018FB-_RosemaraA.eaf,S,ah pediatria seria né
S_PBCP_2018FB-_RosemaraA.eaf,S,porque veio de de de sempre né de muito tempo né
S_PBCP_2018FB-_RosemaraA.eaf,D1,de muito tempo né
S_PBCP_2018FB-_RosemaraA.eaf,D1,pode ser do trabalho
S_PBCP_2018FB-_RosemaraA.eaf,S,então eh eu não vejo todo dia
S_PBCP_2018FB-_RosemaraA.eaf,S,mas eu vejo uma vez na semana então não é todo dia né
S_PBCP_2018FB-_RosemaraA.eaf,D1,é
S_PBCP_2018FB-_RosemaraA.eaf,D1,pode ser quem você mais convive mesmo pode ser vizinho
S_PBCP_2018FB-_RosemaraA.eaf,S,g
S_PBCP_2018FB-_RosemaraA.eaf,S,que eu vejo ela todos os dias
S_PBCP_2018FB-_RosemaraA.eaf,D1,que é sua amiga
S_PBCP_2018FB-_RosemaraA.eaf,S,é a dona ma
S_PBCP_2018FB-_RosemaraA.eaf,S,dona ma é lá do paraná olha só o tanto de gente diferente
S_PBCP_2018FB-_RosemaraA.eaf,D1,a ma é amiga também
S_PBCP_2018FB-_RosemaraA.eaf,S,é dona ma a vizinha lá
S_PBCP_2018FB-_RosemaraA.eaf,D1,paraná
S_PBCP_2018FB-_RosemaraA.eaf,S,uhn deixa eu ver mais uma pessoa que eu vejo todos os dias
S_PBCP_2018FB-_RosemaraA.eaf,D1,eh ma
S_PBCP_2018FB-_RosemaraA.eaf,S,é xxx pode colocar mu né tadinho
S_PBCP_2018MA-_JonasP.eaf,D1,e como que você faz pra chegar no seu trabalho
S_PBCP_2018MA-_JonasP.eaf,S,tem o ônibus que a empresa fornece
S_PBCP_2018MA-_JonasP.eaf,S,aí pega a gente aqui do lado da igreja universal
S_PBCP_2018MA-_JonasP.eaf,S,aí a gente
S_PBCP_2018MA-_JonasP.eaf,S,ela fornece até lá dentro da firma lá
S_PBCP_2018MA-_JonasP.eaf,D1,ah ele pega e ele deixa aqui então
S_PBCP_2018MA-_JonasP.eaf,S,sim
S_PBCP_2018MA-_JonasP.eaf,D1,entendi
S_PBCP_2018MA-_JonasP.eaf,D1,e o que que você faz
S_PBCP_2018MA-_JonasP.eaf,S,colho laranja
S_PBCP_2018MA-_JonasP.eaf,D1,laranja
S_PBCP_2018MA-_JonasP.eaf,S,laranja é eu colho laranja é
S_PBCP_2018MA-_JonasP.eaf,D1,nossa
S_PBCP_2018MA-_JonasP.eaf,S,eu colho laranja só que como agora está meio fraco assim porque
S_PBCP_2018MA-_JonasP.eaf,S,não elas estão verde ainda
S_PBCP_2018MA-_JonasP.eaf,S,aí
S_PBCP_2018MA-_JonasP.eaf,D1,eh e você gosta você está gostando do seu trabalho até agora
S_PBCP_2018MA-_JonasP.eaf,S,eu go eu estou gostando eu estou gostando e era eu queria entrar lá
S_PBCP_2018MA-_JonasP.eaf,S,aí no desejo de entrar lá e eu consegui entrar eu estou gostando eu achei bom
S_PBCP_2018MA-_JonasP.eaf,S,apesar que a gente já colheu laranja já sem ser de carteira assinada
S_PBCP_2018MA-_JonasP.eaf,S,aí agora nesse tempo do jeito que está ruim a crise nós trabalhando assim com carteira assinada é mais seguro eu achei melhor é bom lá
S_PBCP_2018MA-_JonasP.eaf,D1,entendi
S_PBCP_2018MA-_JonasP.eaf,D1,e você gostaria de alcançar outro cargo fazer outra coisa assim
S_PBCP_2018MA-_JonasP.eaf,S,ah
S_PBCP_2018MA-_JonasP.eaf,S,sim
S_PBCP_2018MA-_JonasP.eaf,S,sim
S_PBCP_2018MA-_JonasP.eaf,D1,o que que você gostaria de fazer
S_PBCP_2018MA-_JonasP.eaf,S,eh o tem muito serviço que a gente sempre sonha de querer trabalhar mas o trabalho que eu queria ser né
S_PBCP_2018MA-_JonasP.eaf,S,trabalho de motorista digamos pra alguma empresa alguma coisa assim xxx eu queria trabalhar
S_PBCP_2018MA-_JonasP.eaf,D1,entendi
S_PBCP_2018MA-_JonasP.eaf,D1,então o que você gostaria de fazer era ser motorista
S_PBCP_2018MA-_JonasP.eaf,S,sim ser motorista
S_PBCP_2018MA-_JonasP.eaf,D1,é mais pra trabalho mesmo
S_PBCP_2018MA-_JonasP.eaf,S,é
S_PBCP_2018MA-_JonasP.eaf,D1,e quanto tempo você ficou em são paulo
S_PBCP_2018MA-_JonasP.eaf,S,em são paulo
S_PBCP_2018MA-_JonasP.eaf,S,na na capital
S_PBCP_2018MA-_JonasP.eaf,S,eu fui dois  mil e dezesseis  e o ano estava  muito ruim
S_PBCP_2018MA-_JonasP.eaf,S,de serviço estava  muito ruim o máximo que eu consegui foi
S_PBCP_2018MA-_JonasP.eaf,S,trabalhar em um gatinho que tinha lá que
